sra,url,biosample
SRR7648302,https://trace.ncbi.nlm.nih.gov/Traces/?view=run_browser&acc=SRR7648302&display=metadata,SAMN09765694(SRS3630435)
SRR8837363,https://trace.ncbi.nlm.nih.gov/Traces/?view=run_browser&acc=SRR8837363&display=metadata,SAMN11289614(SRS4570713)
ERR3587169,https://trace.ncbi.nlm.nih.gov/Traces/?view=run_browser&acc=ERR3587169&display=metadata,SAMEA2620194(ERS489043)
ERR3322242,https://trace.ncbi.nlm.nih.gov/Traces/?view=run_browser&acc=ERR3322242&display=metadata,SAMEA5564709(ERS3366737)
ERR3477395,https://trace.ncbi.nlm.nih.gov/Traces/?view=run_browser&acc=ERR3477395&display=metadata,SAMEA5768850(ERS3572396)
SRR6342626,https://trace.ncbi.nlm.nih.gov/Traces/?view=run_browser&acc=SRR6342626&display=metadata,SAMN08118040(SRS2732275)
ERR3587125,https://trace.ncbi.nlm.nih.gov/Traces/?view=run_browser&acc=ERR3587125&display=metadata,SAMEA2622690(ERS492699)
SRR985028,https://trace.ncbi.nlm.nih.gov/Traces/?view=run_browser&acc=SRR985028&display=metadata,SAMN02354020(SRS498500)
SRR985029,https://trace.ncbi.nlm.nih.gov/Traces/?view=run_browser&acc=SRR985029&display=metadata,SAMN02354021(SRS498501)
ERR3322251,https://trace.ncbi.nlm.nih.gov/Traces/?view=run_browser&acc=ERR3322251&display=metadata,SAMEA5564709(ERS3366737)
SRR7522780,https://trace.ncbi.nlm.nih.gov/Traces/?view=run_browser&acc=SRR7522780&display=metadata,SAMN08778047(SRS3547156)
SRR125607,https://trace.ncbi.nlm.nih.gov/Traces/?view=run_browser&acc=SRR125607&display=metadata,SAMN00100720(SRS105346)
ERR3587107,https://trace.ncbi.nlm.nih.gov/Traces/?view=run_browser&acc=ERR3587107&display=metadata,SAMEA2623756(ERS494374)
ERR3587136,https://trace.ncbi.nlm.nih.gov/Traces/?view=run_browser&acc=ERR3587136&display=metadata,SAMEA2621401(ERS490885)
SRR5428653,https://trace.ncbi.nlm.nih.gov/Traces/?view=run_browser&acc=SRR5428653&display=metadata,SAMN06266374 (SRS2109288)
ERR3587160,https://trace.ncbi.nlm.nih.gov/Traces/?view=run_browser&acc=ERR3587160&display=metadata,SAMEA2622673 (ERS492680)
ERR3587112,https://trace.ncbi.nlm.nih.gov/Traces/?view=run_browser&acc=ERR3587112&display=metadata,SAMEA2623275 (ERS493636)
ERR3010909,https://trace.ncbi.nlm.nih.gov/Traces/?view=run_browser&acc=ERR3010909&display=metadata,SAMEA5185545 (ERS2993045)
SRR985024,https://trace.ncbi.nlm.nih.gov/Traces/?view=run_browser&acc=SRR985024&display=metadata,SAMN02354016 (SRS498497)
SRR125617,https://trace.ncbi.nlm.nih.gov/Traces/?view=run_browser&acc=SRR125617&display=metadata,SAMN00100731 (SRS105357
SRR6122746,https://trace.ncbi.nlm.nih.gov/Traces/?view=run_browser&acc=SRR6122746&display=metadata,SAMN07746109 (SRS2570895
SRR6342615,https://trace.ncbi.nlm.nih.gov/Traces/?view=run_browser&acc=SRR6342615&display=metadata,SAMN08118040 (SRS2732275)
ERR3587127,https://trace.ncbi.nlm.nih.gov/Traces/?view=run_browser&acc=ERR3587127&display=metadata,SAMEA2622733 (ERS492778)
ERR3587149,https://trace.ncbi.nlm.nih.gov/Traces/?view=run_browser&acc=ERR3587149&display=metadata,SAMEA2620194 (ERS489043)
SRR1276198,https://trace.ncbi.nlm.nih.gov/Traces/?view=run_browser&acc=SRR1276198&display=metadata,SAMN02767176 (SRS604153)
SRR7522776,https://trace.ncbi.nlm.nih.gov/Traces/?view=run_browser&acc=SRR7522776&display=metadata,SAMN08777912 (SRS3547153)
SRR988025,https://trace.ncbi.nlm.nih.gov/Traces/?view=run_browser&acc=SRR988025&display=metadata,SAMN02354036 (SRS498516)
ERR4181782,https://trace.ncbi.nlm.nih.gov/Traces/?view=run_browser&acc=ERR4181782&display=metadata,SAMEA6864575 (ERS4592150)
SRR125529,https://trace.ncbi.nlm.nih.gov/Traces/?view=run_browser&acc=SRR125529&display=metadata,SAMN00100718 (SRS105344)
SRR8837362,https://trace.ncbi.nlm.nih.gov/Traces/?view=run_browser&acc=SRR8837362&display=metadata,SAMN11289603 (SRS4570714)
ERR3587128,https://trace.ncbi.nlm.nih.gov/Traces/?view=run_browser&acc=ERR3587128&display=metadata,SAMEA2622796 (ERS492863)
ERR3322244,https://trace.ncbi.nlm.nih.gov/Traces/?view=run_browser&acc=ERR3322244&display=metadata,SAMEA5564709 (ERS3366737)
ERR3010906,https://trace.ncbi.nlm.nih.gov/Traces/?view=run_browser&acc=ERR3010906&display=metadata,SAMEA5185542 (ERS2993042)
ERR3587137,https://trace.ncbi.nlm.nih.gov/Traces/?view=run_browser&acc=ERR3587137&display=metadata,SAMEA2621423 (ERS490928)
ERR3587143,https://trace.ncbi.nlm.nih.gov/Traces/?view=run_browser&acc=ERR3587143&display=metadata,SAMEA2622097 (ERS491836)
ERR3010910,https://trace.ncbi.nlm.nih.gov/Traces/?view=run_browser&acc=ERR3010910&display=metadata,SAMEA5185546 (ERS2993046)
SRR6122735,https://trace.ncbi.nlm.nih.gov/Traces/?view=run_browser&acc=SRR6122735&display=metadata,SAMN07746106 (SRS2570892)
SRR7648276,https://trace.ncbi.nlm.nih.gov/Traces/?view=run_browser&acc=SRR7648276&display=metadata,SAMN09765683 (SRS3630425)
ERR3587120,https://trace.ncbi.nlm.nih.gov/Traces/?view=run_browser&acc=ERR3587120&display=metadata,SAMEA2622336 (ERS492177)
SRR984837,https://trace.ncbi.nlm.nih.gov/Traces/?view=run_browser&acc=SRR984837&display=metadata,SAMN02354011 (SRS498491)
SRR6232785,https://trace.ncbi.nlm.nih.gov/Traces/?view=run_browser&acc=SRR6232785&display=metadata,SAMN07631371 (SRS2522911)
SRR11450586,https://trace.ncbi.nlm.nih.gov/Traces/?view=run_browser&acc=SRR11450586&display=metadata,SAMN14480284 (SRS6400823)
SRR1782573,https://trace.ncbi.nlm.nih.gov/Traces/?view=run_browser&acc=SRR1782573&display=metadata,SAMN03280955 (SRS822608)
SRR125369,https://trace.ncbi.nlm.nih.gov/Traces/?view=run_browser&acc=SRR125369&display=metadata,SAMN00103478 (SRS084916)
ERR3587156,https://trace.ncbi.nlm.nih.gov/Traces/?view=run_browser&acc=ERR3587156&display=metadata,SAMEA2620217 (ERS489074)
SRR1276203,https://trace.ncbi.nlm.nih.gov/Traces/?view=run_browser&acc=SRR1276203&display=metadata,SAMN02767178 (SRS604157)
SRR125373,https://trace.ncbi.nlm.nih.gov/Traces/?view=run_browser&acc=SRR125373&display=metadata,SAMN00103486 (SRS084924)
ERR3587108,https://trace.ncbi.nlm.nih.gov/Traces/?view=run_browser&acc=ERR3587108&display=metadata,SAMEA2623774 (ERS494394)
ERR3587150,https://trace.ncbi.nlm.nih.gov/Traces/?view=run_browser&acc=ERR3587150&display=metadata,SAMEA2620217 (ERS489074)
SRR5428678,https://trace.ncbi.nlm.nih.gov/Traces/?view=run_browser&acc=SRR5428678&display=metadata,SAMN06266374 (SRS2109288)
ERR3587123,https://trace.ncbi.nlm.nih.gov/Traces/?view=run_browser&acc=ERR3587123&display=metadata,SAMEA2622478 (ERS492357)
SRR6122729,https://trace.ncbi.nlm.nih.gov/Traces/?view=run_browser&acc=SRR6122729&display=metadata,SAMN07746104 (SRS2570890)
