sra,url,biosample
SRR10882122,https://trace.ncbi.nlm.nih.gov/Traces/?view=run_browser&acc=SRR10882122&display=metadata,SAMN13839572 (SRS5988695)
SRR6122747,https://trace.ncbi.nlm.nih.gov/Traces/?view=run_browser&acc=SRR6122747&display=metadata,SAMN07746110 (SRS2570896)
ERR3587124,https://trace.ncbi.nlm.nih.gov/Traces/?view=run_browser&acc=ERR3587124&display=metadata,SAMEA2622452 (ERS492321)
SRR2910865,https://trace.ncbi.nlm.nih.gov/Traces/?view=run_browser&acc=SRR2910865&display=metadata,SAMN04225647 (SRS1155323)
SRR7648311,https://trace.ncbi.nlm.nih.gov/Traces/?view=run_browser&acc=SRR7648311&display=metadata,SAMN09765709 (SRS3630442)
ERR3587161,https://trace.ncbi.nlm.nih.gov/Traces/?view=run_browser&acc=ERR3587161&display=metadata,SAMEA2622733 (ERS492778)
ERR3010916,https://trace.ncbi.nlm.nih.gov/Traces/?view=run_browser&acc=ERR3010916&display=metadata,SAMEA5185552 (ERS2993052)
SRR985030,https://trace.ncbi.nlm.nih.gov/Traces/?view=run_browser&acc=SRR985030&display=metadata,SAMN02354022 (SRS498502)
ERR3322269,https://trace.ncbi.nlm.nih.gov/Traces/?view=run_browser&acc=ERR3322269&display=metadata,SAMEA5564709 (ERS3366737)
ERR3010905,https://trace.ncbi.nlm.nih.gov/Traces/?view=run_browser&acc=ERR3010905&display=metadata,SAMEA5185541 (ERS2993041)
SRR8837359,https://trace.ncbi.nlm.nih.gov/Traces/?view=run_browser&acc=SRR8837359&display=metadata,SAMN11289604 (SRS4570715)
SRR2910860,https://trace.ncbi.nlm.nih.gov/Traces/?view=run_browser&acc=SRR2910860&display=metadata,SAMN04225642 (SRS1155328)
ERR3587118,https://trace.ncbi.nlm.nih.gov/Traces/?view=run_browser&acc=ERR3587118&display=metadata,SAMEA2622197 (ERS491980)
ERR3322275,https://trace.ncbi.nlm.nih.gov/Traces/?view=run_browser&acc=ERR3322275&display=metadata,SAMEA5564709 (ERS3366737)
SRR11450579,https://trace.ncbi.nlm.nih.gov/Traces/?view=run_browser&acc=SRR11450579&display=metadata,SAMN14480281 (SRS6400820)
SRR6122749,https://trace.ncbi.nlm.nih.gov/Traces/?view=run_browser&acc=SRR6122749&display=metadata,SAMN07746100 (SRS2570838)
ERR3477394,https://trace.ncbi.nlm.nih.gov/Traces/?view=run_browser&acc=ERR3477394&display=metadata,SAMEA5768849 (ERS3572395
ERR3587174,https://trace.ncbi.nlm.nih.gov/Traces/?view=run_browser&acc=ERR3587174&display=metadata,SAMEA2622837 (ERS492926)
ERR3587175,https://trace.ncbi.nlm.nih.gov/Traces/?view=run_browser&acc=ERR3587175&display=metadata,SAMEA2623275 (ERS493636)
ERR1328125,https://trace.ncbi.nlm.nih.gov/Traces/?view=run_browser&acc=ERR1328125&display=metadata,SAMEA2623850 (ERS494518)
SRR1276189,https://trace.ncbi.nlm.nih.gov/Traces/?view=run_browser&acc=SRR1276189&display=metadata,SAMN02767158 (SRS604148)
ERR3322271,https://trace.ncbi.nlm.nih.gov/Traces/?view=run_browser&acc=ERR3322271&display=metadata,SAMEA5564709 (ERS3366737)
ERR3587106,https://trace.ncbi.nlm.nih.gov/Traces/?view=run_browser&acc=ERR3587106&display=metadata,SAMEA2623734 (ERS494332)
SRR5428675,https://trace.ncbi.nlm.nih.gov/Traces/?view=run_browser&acc=SRR5428675&display=metadata,SAMN06266374 (SRS2109288)
SRR10882123,https://trace.ncbi.nlm.nih.gov/Traces/?view=run_browser&acc=SRR10882123&display=metadata,SAMN13839571 (SRS5988696)
ERR3587203,https://trace.ncbi.nlm.nih.gov/Traces/?view=run_browser&acc=ERR3587203&display=metadata,SAMEA2622759 (ERS492814)
SRR2910867,https://trace.ncbi.nlm.nih.gov/Traces/?view=run_browser&acc=SRR2910867&display=metadata,SAMN04225649 (SRS1155321)
SRR125618,https://trace.ncbi.nlm.nih.gov/Traces/?view=run_browser&acc=SRR125618&display=metadata,SAMN00100732 (SRS105358)
SRR6342630,https://trace.ncbi.nlm.nih.gov/Traces/?view=run_browser&acc=SRR6342630&display=metadata,SAMN08118040 (SRS2732275)
ERR3322283,https://trace.ncbi.nlm.nih.gov/Traces/?view=run_browser&acc=ERR3322283&display=metadata,SAMEA5564709 (ERS3366737)
ERR3010914,https://trace.ncbi.nlm.nih.gov/Traces/?view=run_browser&acc=ERR3010914&display=metadata,SAMEA5185550 (ERS2993050)
SRR8356886,https://trace.ncbi.nlm.nih.gov/Traces/?view=run_browser&acc=SRR8356886&display=metadata,SAMN10977735 (SRS4397419)
SRR985027,https://trace.ncbi.nlm.nih.gov/Traces/?view=run_browser&acc=SRR985027&display=metadata,SAMN02354019 (SRS498499)
ERR3010904,https://trace.ncbi.nlm.nih.gov/Traces/?view=run_browser&acc=ERR3010904&display=metadata,SAMEA5185540 (ERS2993040)
ERR3587151,https://trace.ncbi.nlm.nih.gov/Traces/?view=run_browser&acc=ERR3587151&display=metadata,SAMEA2622690 (ERS492699)
ERR3322284,https://trace.ncbi.nlm.nih.gov/Traces/?view=run_browser&acc=ERR3322284&display=metadata,SAMEA5564709 (ERS3366737)
SRR6201531,https://trace.ncbi.nlm.nih.gov/Traces/?view=run_browser&acc=SRR6201531&display=metadata,SAMN06268800 (SRS2617697)
ERR3322265,https://trace.ncbi.nlm.nih.gov/Traces/?view=run_browser&acc=ERR3322265&display=metadata,SAMEA5564709 (ERS3366737)
ERR3587158,https://trace.ncbi.nlm.nih.gov/Traces/?view=run_browser&acc=ERR3587158&display=metadata,SAMEA2620570 (ERS489585)
ERR3010912,https://trace.ncbi.nlm.nih.gov/Traces/?view=run_browser&acc=ERR3010912&display=metadata,SAMEA5185548 (ERS2993048)
SRR5428646,https://trace.ncbi.nlm.nih.gov/Traces/?view=run_browser&acc=SRR5428646&display=metadata,SAMN06266374 (SRS2109288)
ERR3587172,https://trace.ncbi.nlm.nih.gov/Traces/?view=run_browser&acc=ERR3587172&display=metadata,SAMEA2622690 (ERS492699)
SRR7072205,https://trace.ncbi.nlm.nih.gov/Traces/?view=run_browser&acc=SRR7072205&display=metadata,SAMN08991396 (SRS3224579)
ERR3322273,https://trace.ncbi.nlm.nih.gov/Traces/?view=run_browser&acc=ERR3322273&display=metadata,SAMEA5564709 (ERS3366737)
SRR125371,https://trace.ncbi.nlm.nih.gov/Traces/?view=run_browser&acc=SRR125371&display=metadata,SAMN00103482 (SRS084920)
SRR7522782,https://trace.ncbi.nlm.nih.gov/Traces/?view=run_browser&acc=SRR7522782&display=metadata,SAMN08777392 (SRS3547157)
