sra,name,lat,lon,type
DRR088295,"Japan:Gunma, Kusatsu",36.6207181,138.5960945,manual_by_loc_name
DRR088296,"Japan:Gunma, Kusatsu",36.6207181,138.5960945,manual_by_loc_name
DRR088297,"Japan:Gunma, Kusatsu",36.6207181,138.5960945,manual_by_loc_name
DRR088298,"Japan:Gunma, Kusatsu",36.6207181,138.5960945,manual_by_loc_name
DRR088299,"Japan:Gunma, Kusatsu",36.6207181,138.5960945,manual_by_loc_name
DRR088300,"Japan:Gunma, Kusatsu",36.6207181,138.5960945,manual_by_loc_name
DRR089003,China,35.86166,104.195397,manual_by_loc_name
DRR089004,China,35.86166,104.195397,manual_by_loc_name
DRR110568,"Japan:Ibaraki, Tsukuba",36.0835255,140.0764454,manual_by_loc_name
DRR110569,"Japan:Ibaraki, Tsukuba",36.0835255,140.0764454,manual_by_loc_name
DRR110570,"Japan:Ibaraki, Tsukuba",36.0835255,140.0764454,manual_by_loc_name
DRR110571,"Japan:Ibaraki, Tsukuba",36.0835255,140.0764454,manual_by_loc_name
DRR110572,"Japan:Ibaraki, Tsukuba",36.0835255,140.0764454,manual_by_loc_name
DRR110573,"Japan:Ibaraki, Tsukuba",36.0835255,140.0764454,manual_by_loc_name
DRR128272,Pacific Ocean,-8.783195,-124.508523,manual_by_loc_name
DRR128274,Pacific Ocean,-8.783195,-124.508523,manual_by_loc_name
DRR128276,Pacific Ocean,-8.783195,-124.508523,manual_by_loc_name
DRR128278,Pacific Ocean,-8.783195,-124.508523,manual_by_loc_name
DRR169098,Pacific Ocean,-8.783195,-124.508523,manual_by_loc_name
DRR169099,Pacific Ocean,-8.783195,-124.508523,manual_by_loc_name
DRR190454,Pacific Ocean,-8.783195,-124.508523,manual_by_loc_name
DRR190455,Pacific Ocean,-8.783195,-124.508523,manual_by_loc_name
DRR190456,Pacific Ocean,-8.783195,-124.508523,manual_by_loc_name
DRR190457,Pacific Ocean,-8.783195,-124.508523,manual_by_loc_name
DRR218316,subtropical western North Pacific,-8.783195,-124.508523,manual_by_loc_name
ERR1074143,France,46.227638,2.213749,manual_by_loc_name
ERR1074144,France,46.227638,2.213749,manual_by_loc_name
ERR1074145,France,46.227638,2.213749,manual_by_loc_name
ERR1074146,France,46.227638,2.213749,manual_by_loc_name
ERR1078715,France,46.227638,2.213749,manual_by_loc_name
ERR1078716,France,46.227638,2.213749,manual_by_loc_name
ERR1078717,France,46.227638,2.213749,manual_by_loc_name
ERR1078718,France,46.227638,2.213749,manual_by_loc_name
ERR1078719,France,46.227638,2.213749,manual_by_loc_name
ERR1078720,France,46.227638,2.213749,manual_by_loc_name
ERR1078721,France,46.227638,2.213749,manual_by_loc_name
ERR1104479,France,46.227638,2.213749,manual_by_loc_name
ERR1328122,,36.1715,-29.023,ori
ERR1328125,,36.1715,-29.023,ori
ERR3322219,Sweden,56.93085,17.060666666666666,ori
ERR3322220,Sweden,56.93085,17.060666666666666,ori
ERR3322225,Sweden,56.93085,17.060666666666666,ori
ERR3322226,Sweden,56.93085,17.060666666666666,ori
ERR3322230,Sweden,56.93085,17.060666666666666,ori
ERR3322231,Sweden,56.93085,17.060666666666666,ori
ERR3322232,Sweden,56.93085,17.060666666666666,ori
ERR3322236,Sweden,56.93085,17.060666666666666,ori
ERR3322242,Sweden,56.93085,17.060666666666666,ori
ERR3322243,Sweden,56.93085,17.060666666666666,ori
ERR3322244,Sweden,56.93085,17.060666666666666,ori
ERR3322245,Sweden,56.93085,17.060666666666666,ori
ERR3322246,Sweden,56.93085,17.060666666666666,ori
ERR3322250,Sweden,56.93085,17.060666666666666,ori
ERR3322251,Sweden,56.93085,17.060666666666666,ori
ERR3322252,Sweden,56.93085,17.060666666666666,ori
ERR3322253,Sweden,56.93085,17.060666666666666,ori
ERR3322256,Sweden,56.93085,17.060666666666666,ori
ERR3322259,Sweden,56.93085,17.060666666666666,ori
ERR3322260,Sweden,56.93085,17.060666666666666,ori
ERR3322264,Sweden,56.93085,17.060666666666666,ori
ERR3322265,Sweden,56.93085,17.060666666666666,ori
ERR3322266,Sweden,56.93085,17.060666666666666,ori
ERR3322268,Sweden,56.93085,17.060666666666666,ori
ERR3322269,Sweden,56.93085,17.060666666666666,ori
ERR3322271,Sweden,56.93085,17.060666666666666,ori
ERR3322272,Sweden,56.93085,17.060666666666666,ori
ERR3322273,Sweden,56.93085,17.060666666666666,ori
ERR3322274,Sweden,56.93085,17.060666666666666,ori
ERR3322275,Sweden,56.93085,17.060666666666666,ori
ERR3322276,Sweden,56.93085,17.060666666666666,ori
ERR3322279,Sweden,56.93085,17.060666666666666,ori
ERR3322280,Sweden,56.93085,17.060666666666666,ori
ERR3322283,Sweden,56.93085,17.060666666666666,ori
ERR3322284,Sweden,56.93085,17.060666666666666,ori
ERR3322286,Sweden,56.93085,17.060666666666666,ori
ERR3477392,,-15.9650104,-5.7089241,manual_by_sra
ERR3477393,,-15.9650104,-5.7089241,manual_by_sra
ERR3477394,,-15.9650104,-5.7089241,manual_by_sra
ERR3477395,,-15.9650104,-5.7089241,manual_by_sra
ERR3477396,,-15.9650104,-5.7089241,manual_by_sra
ERR3587106,(search radius=5 degrees) Marine Ecoregion:Bermuda (MRGID:21979),31.6948,-64.2489,ori
ERR3587107,,34.1504,-56.9684,manual_by_sra
ERR3587108,,34.1132,-49.9181,ori
ERR3587110,,35.9346,-37.3032,ori
ERR3587112,(search radius=5 degrees) Marine Ecoregion:Revillagigedos (MRGID:21973),14.2035,-116.6261,ori
ERR3587114,,6.3378,-102.9538,ori
ERR3587115,,6.3559,-103.0598,ori
ERR3587118,"(search radius=5 degrees) Marine Ecoregion:Eastern Galapagos Islands (MRGID:21870), Marine Ecoregion:Guayaquil (MRGID:21974)",-5.261,-85.1678,ori
ERR3587119,"(search radius=5 degrees) Marine Ecoregion:Eastern Galapagos Islands (MRGID:21870), Marine Ecoregion:Guayaquil (MRGID:21974)",-5.2529,-85.1545,ori
ERR3587120,"(search radius=5 degrees) Marine Ecoregion:Eastern Galapagos Islands (MRGID:21870), Marine Ecoregion:Cocos Islands (MRGID:21970)",2.0299,-84.5546,ori
ERR3587121,"(search radius=5 degrees) Marine Ecoregion:Eastern Galapagos Islands (MRGID:21870), Marine Ecoregion:Cocos Islands (MRGID:21970)",1.9928,-84.5766,ori
ERR3587123,,-16.9587,-100.6751,ori
ERR3587124,,-16.9601,-100.6335,ori
ERR3587125,"(search radius=5 degrees) Marine Province:Marquesas (MRGID:21741), Marine Ecoregion:Marquesas (MRGID:21741)",-9.0063,-139.1394,ori
ERR3587126,"(search radius=5 degrees) Marine Province:Marquesas (MRGID:21741), Marine Ecoregion:Marquesas (MRGID:21741)",-8.9729,-139.2393,ori
ERR3587127,"(search radius=5 degrees) Marine Province:Marquesas (MRGID:21741), Marine Ecoregion:Marquesas (MRGID:21741)",-8.9109,-140.2845,ori
ERR3587128,"(search radius=5 degrees) Marine Province:Marquesas (MRGID:21741), Marine Ecoregion:Marquesas (MRGID:21741)",-9.0714,-140.5973,ori
ERR3587129,"(search radius=5 degrees) Marine Province:Marquesas (MRGID:21741), Marine Ecoregion:Marquesas (MRGID:21741)",-8.8999,-142.5461,ori
ERR3587132,(search radius=5 degrees) Marine Ecoregion:Cargados Carajos/Tromelin Island (MRGID:22029),-16.957,53.9801,ori
ERR3587133,,16.9534,53.96,manual_by_sra
ERR3587136,(search radius=5 degrees) Marine Ecoregion:Malvinas/Falklands (MRGID:21890),-47.1863,-58.2902,ori
ERR3587137,,-47.2007,-57.9446,manual_by_sra
ERR3587138,(search radius=5 degrees) Marine Ecoregion:South Shetland Islands (MRGID:21925),-60.2287,-60.6476,ori
ERR3587143,,-13.0023,-95.9759,ori
ERR3587144,"(search radius=5 degrees) Marine Ecoregion:Eastern Galapagos Islands (MRGID:21870), Marine Ecoregion:Guayaquil (MRGID:21974)",-5.2669,-85.2732,ori
ERR3587145,(search radius=5 degrees) Marine Ecoregion:Gulf of Oman (MRGID:4267),20.8457,63.5851,ori
ERR3587149,,14.6059,69.9776,manual_by_sra
ERR3587150,(search radius=5 degrees) Marine Province:West and South Indian Shelf (MRGID:21777),14.5536,70.0128,ori
ERR3587151,,-9.0063,-139.1394,manual_by_sra
ERR3587156,(search radius=5 degrees) Marine Province:West and South Indian Shelf (MRGID:21777),14.5536,70.0128,ori
ERR3587157,(search radius=5 degrees) Marine Ecoregion:Cargados Carajos/Tromelin Island (MRGID:22029),-16.957,53.9801,ori
ERR3587158,(search radius=5 degrees) Marine Ecoregion:Cargados Carajos/Tromelin Island (MRGID:22029),-16.9534,53.9601,ori
ERR3587159,"(search radius=5 degrees) Marine Ecoregion:Eastern Galapagos Islands (MRGID:21870), Marine Ecoregion:Guayaquil (MRGID:21974)",-5.261,-85.1678,ori
ERR3587160,,-8.9729,-139.2393,manual_by_sra
ERR3587161,"(search radius=5 degrees) Marine Province:Marquesas (MRGID:21741), Marine Ecoregion:Marquesas (MRGID:21741)",-8.9109,-140.2845,ori
ERR3587163,(search radius=5 degrees) Marine Ecoregion:Gulf of Oman (MRGID:4267),20.8457,63.5851,ori
ERR3587166,,6.3559,-103.0598,ori
ERR3587167,(search radius=5 degrees) Marine Ecoregion:Bermuda (MRGID:21979),31.6948,-64.2489,ori
ERR3587169,(search radius=5 degrees) Marine Province:West and South Indian Shelf (MRGID:21777),14.6059,69.9776,ori
ERR3587170,"(search radius=5 degrees) Marine Ecoregion:Eastern Galapagos Islands (MRGID:21870), Marine Ecoregion:Cocos Islands (MRGID:21970)",1.9928,-84.5766,ori
ERR3587171,,-16.9601,-100.6335,ori
ERR3587172,"(search radius=5 degrees) Marine Province:Marquesas (MRGID:21741), Marine Ecoregion:Marquesas (MRGID:21741)",-9.0063,-139.1394,ori
ERR3587173,"(search radius=5 degrees) Marine Province:Marquesas (MRGID:21741), Marine Ecoregion:Marquesas (MRGID:21741)",-9.0714,-140.5973,ori
ERR3587174,"(search radius=5 degrees) Marine Province:Marquesas (MRGID:21741), Marine Ecoregion:Marquesas (MRGID:21741)",-8.8999,-142.5461,ori
ERR3587175,(search radius=5 degrees) Marine Ecoregion:Revillagigedos (MRGID:21973),14.2035,-116.6261,ori
ERR3587177,,6.3378,-102.9538,ori
ERR3587180,,34.1504,-56.9684,manual_by_sra
ERR3587181,,34.1132,-49.9181,ori
ERR3587182,,35.9346,-37.3032,ori
ERR3587185,,-13.0023,-95.9759,manual_by_sra
ERR3587186,"(search radius=5 degrees) Marine Ecoregion:Eastern Galapagos Islands (MRGID:21870), Marine Ecoregion:Guayaquil (MRGID:21974)",-5.2669,-85.2732,ori
ERR3587187,"(search radius=5 degrees) Marine Ecoregion:Eastern Galapagos Islands (MRGID:21870), Marine Ecoregion:Guayaquil (MRGID:21974)",-5.2529,-85.1545,ori
ERR3587188,"(search radius=5 degrees) Marine Ecoregion:Eastern Galapagos Islands (MRGID:21870), Marine Ecoregion:Cocos Islands (MRGID:21970)",2.0299,-84.5546,ori
ERR3587190,,-16.9587,-100.6751,ori
ERR3587191,(search radius=5 degrees) Marine Ecoregion:South Shetland Islands (MRGID:21925),-60.2287,-60.6476,ori
ERR3587195,,-47.1863,-58.29,manual_by_sra
ERR3587196,(search radius=5 degrees) Marine Ecoregion:Malvinas/Falklands (MRGID:21890),-47.2007,-57.9446,ori
ERR3587198,"(search radius=5 degrees) Marine Province:Marquesas (MRGID:21741), Marine Ecoregion:Marquesas (MRGID:21741)",-8.9068,-140.283,ori
ERR3587199,"(search radius=5 degrees) Marine Province:Marquesas (MRGID:21741), Marine Ecoregion:Marquesas (MRGID:21741)",-9.1504,-140.5216,ori
ERR3587200,"(search radius=5 degrees) Marine Province:Marquesas (MRGID:21741), Marine Ecoregion:Marquesas (MRGID:21741)",-8.9111,-142.5571,ori
ERR3587202,"(search radius=5 degrees) Marine Province:Marquesas (MRGID:21741), Marine Ecoregion:Marquesas (MRGID:21741)",-8.9068,-140.283,ori
ERR3587203,"(search radius=5 degrees) Marine Province:Marquesas (MRGID:21741), Marine Ecoregion:Marquesas (MRGID:21741)",-9.1504,-140.5216,ori
ERR3587204,"(search radius=5 degrees) Marine Province:Marquesas (MRGID:21741), Marine Ecoregion:Marquesas (MRGID:21741)",-8.9111,-142.5571,ori
SRR1001728,Atlantic Ocean: Gulf of Cadiz,35.66166666666667,7.3335333333333335,ori
SRR10674833,"Spain: Santa Pola, Alicante",38.1965614,-0.5612438,manual_by_loc_name
SRR10674834,"Spain: Santa Pola, Alicante",38.1965614,-0.5612438,manual_by_loc_name
SRR10674835,"Spain: Santa Pola, Alicante",38.1965614,-0.5612438,manual_by_loc_name
SRR10674836,"Spain: Santa Pola, Alicante",38.1965614,-0.5612438,manual_by_loc_name
SRR10674837,"Spain: Santa Pola, Alicante",38.1965614,-0.5612438,manual_by_loc_name
SRR10674838,"Spain: Santa Pola, Alicante",38.1965614,-0.5612438,manual_by_loc_name
SRR10674839,"Spain: Santa Pola, Alicante",38.1965614,-0.5612438,manual_by_loc_name
SRR10674840,"Spain: Santa Pola, Alicante",38.1965614,-0.5612438,manual_by_loc_name
SRR10674841,"Spain: Santa Pola, Alicante",38.1965614,-0.5612438,manual_by_loc_name
SRR10674842,"Spain: Santa Pola, Alicante",38.1965614,-0.5612438,manual_by_loc_name
SRR10674843,"Spain: Santa Pola, Alicante",38.1965614,-0.5612438,manual_by_loc_name
SRR10674844,"Spain: Santa Pola, Alicante",38.1965614,-0.5612438,manual_by_loc_name
SRR10916359,Poland:Grabownica,51.5315793,17.3784514,manual_by_loc_name
SRR11450577,"China: Hunan, Hanpu",28.1003,112.85613,manual_by_loc_name
SRR11450578,"China: Hunan, Shuikoushan",26.010844,111.371953,manual_by_loc_name
SRR11450579,"China: Hunan, Chenzhou",25.7706299,113.01485,manual_by_loc_name
SRR11450580,"China: Hunan, Cili",29.4296999,111.13921,manual_by_loc_name
SRR11450585,"China: Hunan, Yuchangping",28.16942,112.66826,manual_by_loc_name
SRR11450586,"China: Hunan, Lianhua",27.7266299,111.32743,manual_by_loc_name
SRR124473,,50.97166388888889,10.405344444444445,ori
SRR125367,,51.00076388888889,10.429988888888888,ori
SRR125368,,50.998108333333334,10.432927777777778,ori
SRR125369,,51.11338055555556,10.436158333333333,ori
SRR125370,,51.21591111111111,10.322527777777777,ori
SRR125371,,51.21495277777778,10.391197222222221,ori
SRR125372,,51.2736,10.410388888888889,ori
SRR125373,,51.271274999999996,10.417922222222222,ori
SRR125374,,51.22413888888889,10.38076388888889,ori
SRR125528,,48.478073,9.33441,ori
SRR125529,,48.37998983333333,9.351450999999999,ori
SRR125550,,48.412262999999996,9.355591,ori
SRR125607,,48.39909883333333,9.244826999999999,ori
SRR125608,,48.419617833333334,9.414682,ori
SRR125612,,48.369346,9.415217833333333,ori
SRR125613,,48.39800483333333,9.341986833333333,ori
SRR125614,,48.376857,9.472784,ori
SRR125615,,48.408881,9.532379,ori
SRR125616,,48.38088783333333,9.418889,ori
SRR125617,,48.401261999999996,9.441677833333333,ori
SRR125618,,48.391421,9.376846833333333,ori
SRR125619,,48.422639999999994,9.492124833333332,ori
SRR1283299,France: Champs-sur-Marne,48.852775,2.602651,manual_by_loc_name
SRR1283302,France: Champs-sur-Marne,48.852775,2.602651,manual_by_loc_name
SRR1283304,France: Champs-sur-Marne,48.852775,2.602651,manual_by_loc_name
SRR1283306,France: Champs-sur-Marne,48.852775,2.602651,manual_by_loc_name
SRR1283307,France: Champs-sur-Marne,48.852775,2.602651,manual_by_loc_name
SRR1283308,France: Champs-sur-Marne,48.852775,2.602651,manual_by_loc_name
SRR1283309,France: Champs-sur-Marne,48.852775,2.602651,manual_by_loc_name
SRR1283310,France: Champs-sur-Marne,48.852775,2.602651,manual_by_loc_name
SRR1582030,Israel:Red Sea,31.046051,34.851612,manual_by_loc_name
SRR1582031,Israel:Red Sea,31.046051,34.851612,manual_by_loc_name
SRR1582032,Israel:Red Sea,31.046051,34.851612,manual_by_loc_name
SRR1781979,USA:North Pacific,38.7614031,-120.5072407,manual_by_loc_name
SRR1781980,USA:North Pacific,38.7614031,-120.5072407,manual_by_loc_name
SRR1781981,USA:North Pacific,38.7614031,-120.5072407,manual_by_loc_name
SRR1781982,USA:North Pacific,38.7614031,-120.5072407,manual_by_loc_name
SRR1782572,USA:North Pacific,38.7614031,-120.5072407,manual_by_loc_name
SRR1782573,USA:North Pacific,38.7614031,-120.5072407,manual_by_loc_name
SRR1782574,USA:North Pacific,38.7614031,-120.5072407,manual_by_loc_name
SRR1782575,USA:North Pacific,38.7614031,-120.5072407,manual_by_loc_name
SRR1782576,USA:North Pacific,38.7614031,-120.5072407,manual_by_loc_name
SRR1782577,USA:North Pacific,38.7614031,-120.5072407,manual_by_loc_name
SRR2044842,Atlantic Ocean:Mid Cayman Rise,-14.5994134,-28.6731465,manual_by_loc_name
SRR2044843,Atlantic Ocean:Mid Cayman Rise,-14.5994134,-28.6731465,manual_by_loc_name
SRR2044878,Atlantic Ocean:Mid Cayman Rise,-14.5994134,-28.6731465,manual_by_loc_name
SRR2044889,Atlantic Ocean:Mid Cayman Rise,-14.5994134,-28.6731465,manual_by_loc_name
SRR2044891,Atlantic Ocean:Mid Cayman Rise,-14.5994134,-28.6731465,manual_by_loc_name
SRR2044892,Atlantic Ocean:Mid Cayman Rise,-14.5994134,-28.6731465,manual_by_loc_name
SRR2044911,Atlantic Ocean:Mid Cayman Rise,-14.5994134,-28.6731465,manual_by_loc_name
SRR2083769,USA: Ohio,40.4172871,-82.907123,manual_by_loc_name
SRR2083770,USA: Ohio,40.4172871,-82.907123,manual_by_loc_name
SRR2083771,USA: Ohio,40.4172871,-82.907123,manual_by_loc_name
SRR2083772,USA: Ohio,40.4172871,-82.907123,manual_by_loc_name
SRR2083773,USA: Ohio,40.4172871,-82.907123,manual_by_loc_name
SRR2083774,USA: Ohio,40.4172871,-82.907123,manual_by_loc_name
SRR2083775,USA: Ohio,40.4172871,-82.907123,manual_by_loc_name
SRR2083776,USA: Ohio,40.4172871,-82.907123,manual_by_loc_name
SRR2083777,USA: Ohio,40.4172871,-82.907123,manual_by_loc_name
SRR2083778,USA: Ohio,40.4172871,-82.907123,manual_by_loc_name
SRR2083779,USA: Ohio,40.4172871,-82.907123,manual_by_loc_name
SRR2083780,USA: Ohio,40.4172871,-82.907123,manual_by_loc_name
SRR2083781,USA: Ohio,40.4172871,-82.907123,manual_by_loc_name
SRR2083782,USA: Ohio,40.4172871,-82.907123,manual_by_loc_name
SRR2083783,USA: Ohio,40.4172871,-82.907123,manual_by_loc_name
SRR2083784,USA: Ohio,40.4172871,-82.907123,manual_by_loc_name
SRR2910856,Italy,41.87194,12.56738,manual_by_loc_name
SRR2910857,Italy,41.87194,12.56738,manual_by_loc_name
SRR2910858,Italy,41.87194,12.56738,manual_by_loc_name
SRR2910859,Italy,41.87194,12.56738,manual_by_loc_name
SRR2910860,Italy,41.87194,12.56738,manual_by_loc_name
SRR2910861,Italy,41.87194,12.56738,manual_by_loc_name
SRR2910862,Italy,41.87194,12.56738,manual_by_loc_name
SRR2910863,Italy,41.87194,12.56738,manual_by_loc_name
SRR2910864,Italy,41.87194,12.56738,manual_by_loc_name
SRR2910865,Italy,41.87194,12.56738,manual_by_loc_name
SRR2910866,Italy,41.87194,12.56738,manual_by_loc_name
SRR2910867,Italy,41.87194,12.56738,manual_by_loc_name
SRR2910868,Italy,41.87194,12.56738,manual_by_loc_name
SRR2910869,Italy,41.87194,12.56738,manual_by_loc_name
SRR2910870,Italy,41.87194,12.56738,manual_by_loc_name
SRR4094442,USA:North Pacific,38.7614031,-120.5072407,manual_by_loc_name
SRR4094459,USA:North Pacific,38.7614031,-120.5072407,manual_by_loc_name
SRR4095703,USA:North Pacific,38.7614031,-120.5072407,manual_by_loc_name
SRR4095704,USA:North Pacific,38.7614031,-120.5072407,manual_by_loc_name
SRR4095705,USA:North Pacific,38.7614031,-120.5072407,manual_by_loc_name
SRR4095706,USA:North Pacific,38.7614031,-120.5072407,manual_by_loc_name
SRR4095707,USA:North Pacific,38.7614031,-120.5072407,manual_by_loc_name
SRR4095708,USA:North Pacific,38.7614031,-120.5072407,manual_by_loc_name
SRR4095709,USA:North Pacific,38.7614031,-120.5072407,manual_by_loc_name
SRR4095710,USA:North Pacific,38.7614031,-120.5072407,manual_by_loc_name
SRR4095711,USA:North Pacific,38.7614031,-120.5072407,manual_by_loc_name
SRR4095712,USA:North Pacific,38.7614031,-120.5072407,manual_by_loc_name
SRR4233916,China: Shanghai,31.230416,121.473701,manual_by_loc_name
SRR4233919,China: Shanghai,31.230416,121.473701,manual_by_loc_name
SRR5134202,China:Wuxi,31.4909899,120.31237,manual_by_loc_name
SRR5172057,China: Shanghai,31.230416,121.473701,manual_by_loc_name
SRR5428644,"USA:Duke University, North Carolina, USA",36.0014,-78.938218,ori
SRR5428646,"USA:Duke University, North Carolina, USA",36.0014,-78.938218,ori
SRR5428650,"USA:Duke University, North Carolina, USA",36.0014,-78.938218,ori
SRR5428653,"USA:Duke University, North Carolina, USA",36.0014,-78.938218,ori
SRR5428655,"USA:Duke University, North Carolina, USA",36.0014,-78.938218,ori
SRR5428658,"USA:Duke University, North Carolina, USA",36.0014,-78.938218,ori
SRR5428663,"USA:Duke University, North Carolina, USA",36.0014,-78.938218,ori
SRR5428671,"USA:Duke University, North Carolina, USA",36.0014,-78.938218,ori
SRR5428675,"USA:Duke University, North Carolina, USA",36.0014,-78.938218,ori
SRR5428677,"USA:Duke University, North Carolina, USA",36.0014,-78.938218,ori
SRR5428678,"USA:Duke University, North Carolina, USA",36.0014,-78.938218,ori
SRR5507318,"China: the bottom of cellar, Qionglai",30.2412799,103.23383,manual_by_loc_name
SRR5518753,China,35.86166,104.195397,manual_by_loc_name
SRR6048562,"USA: Ohio, Lake Erie",42.0668852,-81.3399414,manual_by_loc_name
SRR6048582,"USA: Ohio, Lake Erie",42.0668852,-81.3399414,manual_by_loc_name
SRR6048585,"USA: Ohio, Lake Erie",42.0668852,-81.3399414,manual_by_loc_name
SRR6048648,"USA: Ohio, Lake Erie",42.0668852,-81.3399414,manual_by_loc_name
SRR6048687,Atlantic Ocean:Southern Atlantic ocean,-14.5994134,-28.6731465,manual_by_loc_name
SRR6201531,"France:Puechabon, France",43.714542,3.616505,ori
SRR6232770,Atlantic Ocean:Southern Atlantic ocean,-14.5994134,-28.6731465,manual_by_loc_name
SRR6232785,Atlantic Ocean:Southern Atlantic ocean,-14.5994134,-28.6731465,manual_by_loc_name
SRR6232786,Atlantic Ocean:Southern Atlantic ocean,-14.5994134,-28.6731465,manual_by_loc_name
SRR6232787,Atlantic Ocean:Southern Atlantic ocean,-14.5994134,-28.6731465,manual_by_loc_name
SRR6232789,Atlantic Ocean:Southern Atlantic ocean,-14.5994134,-28.6731465,manual_by_loc_name
SRR6232792,Atlantic Ocean:Southern Atlantic ocean,-14.5994134,-28.6731465,manual_by_loc_name
SRR6232793,Atlantic Ocean:Southern Atlantic ocean,-14.5994134,-28.6731465,manual_by_loc_name
SRR6232794,Atlantic Ocean:Southern Atlantic ocean,-14.5994134,-28.6731465,manual_by_loc_name
SRR6232807,Atlantic Ocean:Southern Atlantic ocean,-14.5994134,-28.6731465,manual_by_loc_name
SRR6232808,Atlantic Ocean:Southern Atlantic ocean,-14.5994134,-28.6731465,manual_by_loc_name
SRR6232811,Atlantic Ocean:Southern Atlantic ocean,-14.5994134,-28.6731465,manual_by_loc_name
SRR6232812,Atlantic Ocean:Southern Atlantic ocean,-14.5994134,-28.6731465,manual_by_loc_name
SRR6232825,Atlantic Ocean:Southern Atlantic ocean,-14.5994134,-28.6731465,manual_by_loc_name
SRR6233146,Atlantic Ocean:Southern Atlantic ocean,-14.5994134,-28.6731465,manual_by_loc_name
SRR6233159,Atlantic Ocean:Southern Atlantic ocean,-14.5994134,-28.6731465,manual_by_loc_name
SRR6233161,Atlantic Ocean:Southern Atlantic ocean,-14.5994134,-28.6731465,manual_by_loc_name
SRR6233163,Atlantic Ocean:Southern Atlantic ocean,-14.5994134,-28.6731465,manual_by_loc_name
SRR6233164,Atlantic Ocean:Southern Atlantic ocean,-14.5994134,-28.6731465,manual_by_loc_name
SRR6233173,Atlantic Ocean:Southern Atlantic ocean,-14.5994134,-28.6731465,manual_by_loc_name
SRR6233174,Atlantic Ocean:Southern Atlantic ocean,-14.5994134,-28.6731465,manual_by_loc_name
SRR6233175,Atlantic Ocean:Southern Atlantic ocean,-14.5994134,-28.6731465,manual_by_loc_name
SRR6233176,Atlantic Ocean:Southern Atlantic ocean,-14.5994134,-28.6731465,manual_by_loc_name
SRR6233177,Atlantic Ocean:Southern Atlantic ocean,-14.5994134,-28.6731465,manual_by_loc_name
SRR6233202,Atlantic Ocean:Southern Atlantic ocean,-14.5994134,-28.6731465,manual_by_loc_name
SRR6233273,Atlantic Ocean:Southern Atlantic ocean,-14.5994134,-28.6731465,manual_by_loc_name
SRR6233274,Atlantic Ocean:Southern Atlantic ocean,-14.5994134,-28.6731465,manual_by_loc_name
SRR6233310,Atlantic Ocean:Southern Atlantic ocean,-14.5994134,-28.6731465,manual_by_loc_name
SRR6233347,Atlantic Ocean:Southern Atlantic ocean,-14.5994134,-28.6731465,manual_by_loc_name
SRR6233349,Atlantic Ocean:Southern Atlantic ocean,-14.5994134,-28.6731465,manual_by_loc_name
SRR6233351,Atlantic Ocean:Southern Atlantic ocean,-14.5994134,-28.6731465,manual_by_loc_name
SRR6233357,Atlantic Ocean:Southern Atlantic ocean,-14.5994134,-28.6731465,manual_by_loc_name
SRR6342612,USA:Texas,29.635,-93.6417,ori
SRR6342614,USA:Texas,29.635,-93.6417,ori
SRR6342615,USA:Texas,29.635,-93.6417,ori
SRR6342617,USA:Texas,29.635,-93.6417,ori
SRR6342618,USA:Texas,29.635,-93.6417,ori
SRR6342622,USA:Texas,29.635,-93.6417,ori
SRR6342626,USA:Texas,29.635,-93.6417,ori
SRR6342628,USA:Texas,29.635,-93.6417,ori
SRR6342630,USA:Texas,29.635,-93.6417,ori
SRR6342639,USA:Texas,29.635,-93.6417,ori
SRR6342644,USA:Texas,29.635,-93.6417,ori
SRR6942408,Arctic Ocean,65.2481624,-60.4620976,manual_by_loc_name
SRR7522776,Canada: Quebec,47.2937,-71.1771,ori
SRR7522780,Canada: Quebec,47.2937,-71.1771,ori
SRR7522782,Canada: Quebec,47.2937,-71.1771,ori
SRR7632651,"Pacific Ocean: North Pacific Gyre, Station ALOHA",22.75,-158.0,ori
SRR7648276,"Pacific Ocean: North Pacific Gyre, Station ALOHA",22.75,-158.0,ori
SRR7648278,"Pacific Ocean: North Pacific Gyre, Station ALOHA",22.75,-158.0,ori
SRR7648302,"Pacific Ocean: North Pacific Gyre, Station ALOHA",22.75,-158.0,ori
SRR7648311,"Pacific Ocean: North Pacific Gyre, Station ALOHA",22.75,-158.0,ori
SRR7803993,Hungary: Siklos,45.8555814,18.2979722,manual_by_loc_name
SRR7803994,Hungary: Siklos,45.8555814,18.2979722,manual_by_loc_name
SRR7803995,Hungary: Siklos,45.8555814,18.2979722,manual_by_loc_name
SRR7803996,Hungary: Siklos,45.8555814,18.2979722,manual_by_loc_name
SRR7803997,Hungary: Siklos,45.8555814,18.2979722,manual_by_loc_name
SRR7803998,Hungary: Siklos,45.8555814,18.2979722,manual_by_loc_name
SRR7803999,Hungary: Siklos,45.8555814,18.2979722,manual_by_loc_name
SRR7804000,Hungary: Siklos,45.8555814,18.2979722,manual_by_loc_name
SRR7804001,Hungary: Siklos,45.8555814,18.2979722,manual_by_loc_name
SRR7804002,Hungary: Siklos,45.8555814,18.2979722,manual_by_loc_name
SRR7804003,Hungary: Siklos,45.8555814,18.2979722,manual_by_loc_name
SRR7804004,Hungary: Siklos,45.8555814,18.2979722,manual_by_loc_name
