Metagenome	Run	Habitat
Marine	ERR3587180	Aquatic
Marine	ERR3587181	Aquatic
Marine	ERR3587182	Aquatic
Marine	ERR3587183	Aquatic
Marine	ERR3587184	Aquatic
Marine	ERR3587185	Aquatic
Marine	ERR3587186	Aquatic
Marine	ERR3587187	Aquatic
Marine	ERR3587188	Aquatic
Marine	ERR3587189	Aquatic
Marine	ERR3587190	Aquatic
Marine	ERR3587191	Aquatic
Marine	ERR3587192	Aquatic
Marine	ERR3587193	Aquatic
Marine	ERR3587194	Aquatic
Marine	ERR3587195	Aquatic
Marine	ERR3587196	Aquatic
Marine	ERR3587197	Aquatic
Marine	ERR3587198	Aquatic
Marine	ERR3587199	Aquatic
Marine	ERR3587200	Aquatic
Marine	ERR3587201	Aquatic
Marine	ERR3587202	Aquatic
Marine	ERR3587203	Aquatic
Marine	ERR3587204	Aquatic
Marine	ERR368433	Aquatic
Marine	ERR368434	Aquatic
Marine	ERR368435	Aquatic
Marine	ERR368436	Aquatic
Marine	ERR3991410	Aquatic
Marine	ERR3991478	Aquatic
Marine	ERR3994139	Aquatic
Marine	ERR3994160	Aquatic
Marine	ERR3994218	Aquatic
Marine	ERR3994304	Aquatic
Marine	ERR3994310	Aquatic
Marine	ERR3995088	Aquatic
Marine	ERR3997367	Aquatic
Marine	ERR3997372	Aquatic
Marine	ERR3997383	Aquatic
Marine	ERR3999830	Aquatic
Marine	ERR4000701	Aquatic
Marine	ERR4000703	Aquatic
Marine	ERR4000706	Aquatic
Marine	ERR4003350	Aquatic
Marine	ERR4007451	Aquatic
Marine	ERR4007618	Aquatic
Marine	ERR4007621	Aquatic
Marine	ERR4007626	Aquatic
Marine	ERR4007655	Aquatic
Marine	ERR4007726	Aquatic
Marine	ERR4007821	Aquatic
Marine	ERR4007877	Aquatic
Marine	ERR4007891	Aquatic
Marine	ERR4007993	Aquatic
Marine	ERR4007994	Aquatic
Marine	ERR4007998	Aquatic
Marine	ERR4008007	Aquatic
Marine	ERR4008049	Aquatic
Marine	ERR4008050	Aquatic
Marine	ERR4008055	Aquatic
Marine	ERR4008060	Aquatic
Marine	ERR4008063	Aquatic
Marine	ERR4008064	Aquatic
Marine	ERR4013379	Aquatic
Marine	ERR4015350	Aquatic
Marine	ERR4015351	Aquatic
Marine	ERR4015352	Aquatic
Marine	ERR4015353	Aquatic
Marine	ERR4015355	Aquatic
Marine	ERR4015356	Aquatic
Marine	ERR4015358	Aquatic
Marine	ERR4015359	Aquatic
Marine	ERR4015360	Aquatic
Marine	ERR4015362	Aquatic
Marine	ERR4015369	Aquatic
Marine	ERR4015373	Aquatic
Marine	ERR4015376	Aquatic
Marine	ERR4015378	Aquatic
Marine	ERR4015395	Aquatic
Marine	ERR4015404	Aquatic
Marine	ERR4084826	Aquatic
Marine	ERR4084827	Aquatic
Marine	ERR4084828	Aquatic
Marine	ERR4084829	Aquatic
Marine	ERR4084830	Aquatic
Marine	ERR4084831	Aquatic
Marine	ERR4084832	Aquatic
Marine	ERR4084833	Aquatic
Marine	ERR4084834	Aquatic
Marine	ERR4084835	Aquatic
Marine	ERR4181781	Aquatic
Marine	ERR4181782	Aquatic
Marine	ERR4181783	Aquatic
Marine	ERR4181784	Aquatic
Marine	ERR4181785	Aquatic
Marine	ERR4181786	Aquatic
Marine	ERR4181787	Aquatic
Marine	ERR4230047	Aquatic
Marine	ERR4230048	Aquatic
Marine	ERR4230049	Aquatic
Marine	ERR4230050	Aquatic
Marine	ERR4230051	Aquatic
Marine	ERR4230052	Aquatic
Marine	ERR4230053	Aquatic
Marine	ERR4230054	Aquatic
Marine	ERR4230055	Aquatic
Marine	ERR4230056	Aquatic
Marine	ERR4230057	Aquatic
Marine	ERR4230058	Aquatic
Marine	ERR4230059	Aquatic
Marine	ERR4230060	Aquatic
Marine	ERR4230061	Aquatic
Marine	ERR4230062	Aquatic
Marine	ERR550378	Aquatic
Marine	ERR550381	Aquatic
Marine	ERR550382	Aquatic
Marine	ERR550383	Aquatic
Marine	ERR550384	Aquatic
Marine	ERR550386	Aquatic
Marine	ERR550387	Aquatic
Marine	ERR550388	Aquatic
Marine	ERR550389	Aquatic
Marine	ERR550390	Aquatic
Marine	ERR550391	Aquatic
Marine	ERR550392	Aquatic
Marine	ERR550393	Aquatic
Marine	ERR550394	Aquatic
Marine	ERR550395	Aquatic
Marine	ERR550396	Aquatic
Marine	ERR550397	Aquatic
Marine	ERR550399	Aquatic
Marine	ERR550401	Aquatic
Marine	ERR550402	Aquatic
Marine	ERR550403	Aquatic
Marine	ERR550514	Aquatic
Marine	ERR550517	Aquatic
Marine	ERR550519	Aquatic
Marine	ERR550521	Aquatic
Marine	ERR550525	Aquatic
Marine	ERR550529	Aquatic
Marine	ERR550532	Aquatic
Marine	ERR550534	Aquatic
Marine	ERR550537	Aquatic
Marine	ERR550539	Aquatic
Marine	ERR964900	Aquatic
Marine	ERR964901	Aquatic
Marine	ERR964902	Aquatic
Marine	ERR964903	Aquatic
Marine	SRR1011421	Aquatic
Marine	SRR1011422	Aquatic
Marine	SRR10450101	Aquatic
Marine	SRR10450102	Aquatic
Marine	SRR10450103	Aquatic
Marine	SRR10450104	Aquatic
Marine	SRR10450105	Aquatic
Marine	SRR10450106	Aquatic
Marine	SRR10450107	Aquatic
Marine	SRR10450108	Aquatic
Marine	SRR10450109	Aquatic
Marine	SRR10450110	Aquatic
Marine	SRR10450111	Aquatic
Marine	SRR10450112	Aquatic
Marine	SRR10450113	Aquatic
Marine	SRR10450114	Aquatic
Marine	SRR10450115	Aquatic
Marine	SRR10450116	Aquatic
Marine	SRR10450117	Aquatic
Marine	SRR10450118	Aquatic
Marine	SRR10450119	Aquatic
Marine	SRR10450120	Aquatic
Marine	SRR10450121	Aquatic
Marine	SRR10513456	Aquatic
Marine	SRR10513457	Aquatic
Marine	SRR10513458	Aquatic
Marine	SRR10513459	Aquatic
Marine	SRR10513460	Aquatic
Marine	SRR10513461	Aquatic
Marine	SRR10513462	Aquatic
Marine	SRR10513463	Aquatic
Marine	SRR10513464	Aquatic
Marine	SRR10513465	Aquatic
Marine	SRR10513466	Aquatic
Marine	SRR10568936	Aquatic
Marine	SRR10584537	Aquatic
Marine	SRR10584538	Aquatic
Marine	SRR10584539	Aquatic
Marine	SRR10584540	Aquatic
Marine	SRR10584541	Aquatic
Marine	SRR10584542	Aquatic
Marine	SRR10584543	Aquatic
Marine	SRR10584544	Aquatic
Marine	SRR10584545	Aquatic
Marine	SRR10584546	Aquatic
Marine	SRR10584547	Aquatic
Marine	SRR10584548	Aquatic
Marine	SRR11659729	Aquatic
Marine	SRR11660207	Aquatic
Marine	SRR11660208	Aquatic
Marine	SRR11661577	Aquatic
Marine	SRR11665713	Aquatic
Marine	SRR11665716	Aquatic
Marine	SRR11665725	Aquatic
Marine	SRR11665728	Aquatic
Marine	SRR11665883	Aquatic
Marine	SRR11665886	Aquatic
Marine	SRR11665887	Aquatic
Marine	SRR11665906	Aquatic
Marine	SRR11665917	Aquatic
Marine	SRR11665918	Aquatic
Marine	SRR11665931	Aquatic
Marine	SRR11665932	Aquatic
Marine	SRR11666956	Aquatic
Marine	SRR11967393	Aquatic
Marine	SRR11967412	Aquatic
Marine	SRR11967413	Aquatic
Marine	SRR11967414	Aquatic
Marine	SRR11967415	Aquatic
Marine	SRR11967416	Aquatic
Marine	SRR11967417	Aquatic
Marine	SRR11967418	Aquatic
Marine	SRR11967419	Aquatic
Marine	SRR11967420	Aquatic
Marine	SRR11967768	Aquatic
Marine	SRR11967769	Aquatic
Marine	SRR11967770	Aquatic
Marine	SRR11967771	Aquatic
Marine	SRR11967907	Aquatic
Marine	SRR11967908	Aquatic
Marine	SRR11967909	Aquatic
Marine	SRR11967910	Aquatic
Marine	SRR11967912	Aquatic
Marine	SRR11967913	Aquatic
Marine	SRR11967917	Aquatic
Marine	SRR11967922	Aquatic
Marine	SRR11967926	Aquatic
Marine	SRR11967927	Aquatic
Marine	SRR11968109	Aquatic
Marine	SRR11968110	Aquatic
Marine	SRR11968209	Aquatic
Marine	SRR11968303	Aquatic
Marine	SRR1230757	Aquatic
Marine	SRR1230758	Aquatic
Marine	SRR1230759	Aquatic
Marine	SRR12316942	Aquatic
Marine	SRR12316947	Aquatic
Marine	SRR12318298	Aquatic
Marine	SRR12318299	Aquatic
Marine	SRR12319326	Aquatic
Marine	SRR12319336	Aquatic
Marine	SRR12320319	Aquatic
Marine	SRR12320324	Aquatic
Marine	SRR12321062	Aquatic
Marine	SRR12321064	Aquatic
Marine	SRR12321241	Aquatic
Marine	SRR12321242	Aquatic
Marine	SRR12321283	Aquatic
Marine	SRR12321286	Aquatic
Marine	SRR12334065	Aquatic
Marine	SRR12334068	Aquatic
Marine	SRR12334069	Aquatic
Marine	SRR12334076	Aquatic
Marine	SRR12334142	Aquatic
Marine	SRR12334144	Aquatic
Marine	SRR12334202	Aquatic
Marine	SRR12334203	Aquatic
Marine	SRR12334228	Aquatic
Marine	SRR12334250	Aquatic
Marine	SRR12334251	Aquatic
Marine	SRR12334252	Aquatic
Marine	SRR12334254	Aquatic
Marine	SRR12334255	Aquatic
Marine	SRR12334370	Aquatic
Marine	SRR12334371	Aquatic
Marine	SRR12334732	Aquatic
Marine	SRR12334733	Aquatic
Marine	SRR12334734	Aquatic
Marine	SRR12334735	Aquatic
Marine	SRR12334736	Aquatic
Marine	SRR12334737	Aquatic
Marine	SRR12334850	Aquatic
Marine	SRR12335137	Aquatic
Marine	SRR12335185	Aquatic
Marine	SRR12335186	Aquatic
Marine	SRR12335201	Aquatic
Marine	SRR12335206	Aquatic
Marine	SRR12335213	Aquatic
Marine	SRR12335234	Aquatic
Marine	SRR12335237	Aquatic
Marine	SRR12335431	Aquatic
Marine	SRR12335436	Aquatic
Marine	SRR12335547	Aquatic
Marine	SRR12335548	Aquatic
Marine	SRR12335549	Aquatic
Marine	SRR12335550	Aquatic
Marine	SRR12335639	Aquatic
Marine	SRR12336641	Aquatic
Marine	SRR12336642	Aquatic
Marine	SRR12336643	Aquatic
Marine	SRR12336682	Aquatic
Marine	SRR12336729	Aquatic
Marine	SRR12337159	Aquatic
Marine	SRR12337752	Aquatic
Marine	SRR12337961	Aquatic
Marine	SRR12337973	Aquatic
Marine	SRR12337975	Aquatic
Marine	SRR12338021	Aquatic
Marine	SRR12338448	Aquatic
Marine	SRR12339015	Aquatic
Marine	SRR12339048	Aquatic
Marine	SRR12339049	Aquatic
Marine	SRR12339742	Aquatic
Marine	SRR12339775	Aquatic
Marine	SRR12340128	Aquatic
Marine	SRR12340483	Aquatic
Marine	SRR12340498	Aquatic
Marine	SRR12340815	Aquatic
Marine	SRR12340896	Aquatic
Marine	SRR12341110	Aquatic
Marine	SRR12341211	Aquatic
Marine	SRR12341286	Aquatic
Marine	SRR12341319	Aquatic
Marine	SRR12341324	Aquatic
Marine	SRR12341737	Aquatic
Marine	SRR12341768	Aquatic
Marine	SRR12341769	Aquatic
Marine	SRR12342046	Aquatic
Marine	SRR12342047	Aquatic
Marine	SRR12342069	Aquatic
Marine	SRR12342306	Aquatic
Marine	SRR12342307	Aquatic
Marine	SRR12342612	Aquatic
Marine	SRR12342827	Aquatic
Marine	SRR12342829	Aquatic
Marine	SRR12342880	Aquatic
Marine	SRR12342881	Aquatic
Marine	SRR12343628	Aquatic
Marine	SRR1238005	Aquatic
Marine	SRR12442165	Aquatic
Marine	SRR12442166	Aquatic
Marine	SRR12442167	Aquatic
Marine	SRR12442168	Aquatic
Marine	SRR12442169	Aquatic
Marine	SRR12442170	Aquatic
Marine	SRR1275522	Aquatic
Marine	SRR1282410	Aquatic
Marine	SRR1297011	Aquatic
Marine	SRR1297018	Aquatic
Marine	SRR1297020	Aquatic
Marine	SRR1301139	Aquatic
Marine	SRR1301140	Aquatic
Marine	SRR1301203	Aquatic
Marine	SRR1301204	Aquatic
Marine	SRR1301205	Aquatic
Marine	SRR1301206	Aquatic
Marine	SRR1301207	Aquatic
Marine	SRR1301208	Aquatic
Marine	SRR1582030	Aquatic
Marine	SRR1582031	Aquatic
Marine	SRR1582032	Aquatic
Marine	SRR1643807	Aquatic
Marine	SRR1643809	Aquatic
Marine	SRR1643810	Aquatic
Marine	SRR1643811	Aquatic
Marine	SRR1644043	Aquatic
Marine	SRR1644044	Aquatic
Marine	SRR1644045	Aquatic
Marine	SRR1644046	Aquatic
Marine	SRR1644047	Aquatic
Marine	SRR1644048	Aquatic
Marine	SRR1644049	Aquatic
Marine	SRR1644050	Aquatic
Marine	SRR1656906	Aquatic
Marine	SRR1656907	Aquatic
Marine	SRR1656908	Aquatic
Marine	SRR1656909	Aquatic
Marine	SRR1656910	Aquatic
Marine	SRR1656911	Aquatic
Marine	SRR1656912	Aquatic
Marine	SRR1656913	Aquatic
Marine	SRR1656914	Aquatic
Marine	SRR1656915	Aquatic
Marine	SRR1656916	Aquatic
Marine	SRR1656917	Aquatic
Marine	SRR1656918	Aquatic
Marine	SRR1656919	Aquatic
Marine	SRR1656920	Aquatic
Marine	SRR1656936	Aquatic
Marine	SRR1656937	Aquatic
Marine	SRR1656938	Aquatic
Marine	SRR1656939	Aquatic
Marine	SRR1656940	Aquatic
Marine	SRR1656941	Aquatic
Marine	SRR1686841	Aquatic
Marine	SRR1782572	Aquatic
Marine	SRR1782573	Aquatic
Marine	SRR1810204	Aquatic
Marine	SRR1810205	Aquatic
Marine	SRR1810206	Aquatic
Marine	SRR1810207	Aquatic
Marine	SRR1810208	Aquatic
Marine	SRR1810209	Aquatic
Marine	SRR1810210	Aquatic
Marine	SRR1810211	Aquatic
Marine	SRR1810799	Aquatic
Marine	SRR1810801	Aquatic
Marine	SRR1839866	Aquatic
Marine	SRR1839868	Aquatic
Marine	SRR1839870	Aquatic
Marine	SRR1918203	Aquatic
Marine	SRR1922574	Aquatic
Marine	SRR1922581	Aquatic
Marine	SRR1922582	Aquatic
Marine	SRR1922789	Aquatic
Marine	SRR1922790	Aquatic
Marine	SRR1922804	Aquatic
Marine	SRR1922807	Aquatic
Marine	SRR2016561	Aquatic
Marine	SRR2016562	Aquatic
Marine	SRR2016563	Aquatic
Marine	SRR2016564	Aquatic
Marine	SRR2016565	Aquatic
Marine	SRR2090087	Aquatic
Marine	SRR2090088	Aquatic
Marine	SRR2090089	Aquatic
Marine	SRR2090090	Aquatic
Marine	SRR2090091	Aquatic
Marine	SRR2090092	Aquatic
Marine	SRR2090093	Aquatic
Marine	SRR2090094	Aquatic
Marine	SRR2090095	Aquatic
Marine	SRR2090096	Aquatic
Marine	SRR2090097	Aquatic
Marine	SRR2090098	Aquatic
Marine	SRR2090099	Aquatic
Marine	SRR2090100	Aquatic
Marine	SRR2090101	Aquatic
Marine	SRR2090102	Aquatic
Marine	SRR2090103	Aquatic
Marine	SRR2090104	Aquatic
Marine	SRR2090105	Aquatic
Marine	SRR2090106	Aquatic
Marine	SRR2090107	Aquatic
Marine	SRR2090108	Aquatic
Marine	SRR2090109	Aquatic
Marine	SRR2090110	Aquatic
Marine	SRR2090111	Aquatic
Marine	SRR2090112	Aquatic
Marine	SRR2090113	Aquatic
Marine	SRR2090114	Aquatic
Marine	SRR2094813	Aquatic
Marine	SRR2094818	Aquatic
Marine	SRR2094819	Aquatic
Marine	SRR2094824	Aquatic
Marine	SRR2094827	Aquatic
Marine	SRR2094828	Aquatic
Marine	SRR2094834	Aquatic
Marine	SRR2094840	Aquatic
Marine	SRR2094841	Aquatic
Marine	SRR2094846	Aquatic
Marine	SRR2094850	Aquatic
Marine	SRR2094851	Aquatic
Marine	SRR2094854	Aquatic
Marine	SRR2134243	Aquatic
Marine	SRR2134244	Aquatic
Marine	SRR2134246	Aquatic
Marine	SRR2134247	Aquatic
Marine	SRR2134248	Aquatic
Marine	SRR2134249	Aquatic
Marine	SRR2134250	Aquatic
Marine	SRR2134251	Aquatic
Marine	SRR2134252	Aquatic
Marine	SRR2134253	Aquatic
Marine	SRR2134254	Aquatic
Marine	SRR2134255	Aquatic
Marine	SRR2134256	Aquatic
Marine	SRR2134257	Aquatic
Marine	SRR2134259	Aquatic
Marine	SRR2134260	Aquatic
Marine	SRR2134261	Aquatic
Marine	SRR2134262	Aquatic
Marine	SRR2134263	Aquatic
Marine	SRR2134264	Aquatic
Marine	SRR2134265	Aquatic
Marine	SRR2134266	Aquatic
Marine	SRR2134267	Aquatic
Marine	SRR2134268	Aquatic
Marine	SRR2134270	Aquatic
Marine	SRR2134271	Aquatic
Marine	SRR2134272	Aquatic
Marine	SRR2134273	Aquatic
Marine	SRR2134274	Aquatic
Marine	SRR2134275	Aquatic
Marine	SRR2134276	Aquatic
Marine	SRR2134284	Aquatic
Marine	SRR2134317	Aquatic
Marine	SRR2134345	Aquatic
Marine	SRR2134346	Aquatic
Marine	SRR2134347	Aquatic
Marine	SRR2134348	Aquatic
Marine	SRR2134349	Aquatic
Marine	SRR2134350	Aquatic
Marine	SRR2134351	Aquatic
Marine	SRR2134352	Aquatic
Marine	SRR2134353	Aquatic
Marine	SRR2134354	Aquatic
Marine	SRR2134355	Aquatic
Marine	SRR2134356	Aquatic
Marine	SRR2134357	Aquatic
Marine	SRR2134358	Aquatic
Marine	SRR2134359	Aquatic
Marine	SRR2134360	Aquatic
Marine	SRR2134361	Aquatic
Marine	SRR2134362	Aquatic
Marine	SRR2134363	Aquatic
Marine	SRR2975911	Aquatic
Marine	SRR2975912	Aquatic
Marine	SRR2975913	Aquatic
Marine	SRR2975914	Aquatic
Marine	SRR2975915	Aquatic
Marine	SRR2975916	Aquatic
Marine	SRR2975917	Aquatic
Marine	SRR2975918	Aquatic
Marine	SRR2975919	Aquatic
Marine	SRR2975920	Aquatic
Marine	SRR2975921	Aquatic
Marine	SRR2975922	Aquatic
Marine	SRR2975923	Aquatic
Marine	SRR2975924	Aquatic
Marine	SRR2975925	Aquatic
Marine	SRR2975926	Aquatic
Marine	SRR2975927	Aquatic
Marine	SRR2975928	Aquatic
Marine	SRR2975929	Aquatic
Marine	SRR2975930	Aquatic
Marine	SRR2975931	Aquatic
Marine	SRR3001183	Aquatic
Marine	SRR3028162	Aquatic
Marine	SRR3028177	Aquatic
Marine	SRR3341743	Aquatic
Marine	SRR3341744	Aquatic
Marine	SRR3341745	Aquatic
Marine	SRR3342116	Aquatic
Marine	SRR3342117	Aquatic
Marine	SRR3342118	Aquatic
Marine	SRR3342119	Aquatic
Marine	SRR3342120	Aquatic
Marine	SRR3342121	Aquatic
Marine	SRR3342122	Aquatic
Marine	SRR3342123	Aquatic
Marine	SRR3342124	Aquatic
Marine	SRR3342196	Aquatic
Marine	SRR3405908	Aquatic
Marine	SRR3405909	Aquatic
Marine	SRR3405910	Aquatic
Marine	SRR3405915	Aquatic
Marine	SRR3405921	Aquatic
Marine	SRR3405926	Aquatic
Marine	SRR3405929	Aquatic
Marine	SRR3405930	Aquatic
Marine	SRR3405931	Aquatic
Marine	SRR3405932	Aquatic
Marine	SRR3405933	Aquatic
Marine	SRR3405934	Aquatic
Marine	SRR3405935	Aquatic
Marine	SRR3405936	Aquatic
Marine	SRR3405937	Aquatic
Marine	SRR3425697	Aquatic
Marine	SRR3425698	Aquatic
Marine	SRR3476602	Aquatic
Marine	SRR3476603	Aquatic
Marine	SRR3476605	Aquatic
Marine	SRR3476606	Aquatic
Marine	SRR3476607	Aquatic
Marine	SRR3476608	Aquatic
Marine	SRR3538718	Aquatic
Marine	SRR3538719	Aquatic
Marine	SRR3538720	Aquatic
Marine	SRR3710727	Aquatic
Marine	SRR3710728	Aquatic
Marine	SRR3710729	Aquatic
Marine	SRR3719269	Aquatic
Marine	SRR3719270	Aquatic
Marine	SRR3719279	Aquatic
Marine	SRR3719350	Aquatic
Marine	SRR3719361	Aquatic
Marine	SRR3719362	Aquatic
Marine	SRR3719363	Aquatic
Marine	SRR3719364	Aquatic
Marine	SRR3719365	Aquatic
Marine	SRR3719366	Aquatic
Marine	SRR3719367	Aquatic
Marine	SRR3719368	Aquatic
Marine	SRR3719369	Aquatic
Marine	SRR3719398	Aquatic
Marine	SRR3719399	Aquatic
Marine	SRR3719400	Aquatic
Marine	SRR3719401	Aquatic
Marine	SRR3719402	Aquatic
Marine	SRR3719403	Aquatic
Marine	SRR3719404	Aquatic
Marine	SRR3719405	Aquatic
Marine	SRR3719406	Aquatic
Marine	SRR3719407	Aquatic
Marine	SRR3719408	Aquatic
Marine	SRR3719437	Aquatic
Marine	SRR3719438	Aquatic
Marine	SRR3719439	Aquatic
Marine	SRR3719443	Aquatic
Marine	SRR3719447	Aquatic
Marine	SRR3719448	Aquatic
Marine	SRR3719449	Aquatic
Marine	SRR3719450	Aquatic
Marine	SRR3719451	Aquatic
Marine	SRR3719463	Aquatic
Marine	SRR3719464	Aquatic
Marine	SRR3719465	Aquatic
Marine	SRR3719474	Aquatic
Marine	SRR3719475	Aquatic
Marine	SRR3719476	Aquatic
Marine	SRR3719477	Aquatic
Marine	SRR3719709	Aquatic
Marine	SRR3719718	Aquatic
Marine	SRR3719719	Aquatic
Marine	SRR3719720	Aquatic
Marine	SRR3719721	Aquatic
Marine	SRR3719722	Aquatic
Marine	SRR3720164	Aquatic
Marine	SRR3720165	Aquatic
Marine	SRR3720166	Aquatic
Marine	SRR3720197	Aquatic
Marine	SRR3720198	Aquatic
Marine	SRR3720199	Aquatic
Marine	SRR3720200	Aquatic
Marine	SRR3720201	Aquatic
Marine	SRR3720202	Aquatic
Marine	SRR3720203	Aquatic
Marine	SRR3720204	Aquatic
Marine	SRR3720205	Aquatic
Marine	SRR3731702	Aquatic
Marine	SRR3731810	Aquatic
Marine	SRR3732357	Aquatic
Marine	SRR3732358	Aquatic
Marine	SRR3732359	Aquatic
Marine	SRR3732360	Aquatic
Marine	SRR3735149	Aquatic
Marine	SRR3745322	Aquatic
Marine	SRR3745332	Aquatic
Marine	SRR3745334	Aquatic
Marine	SRR3745335	Aquatic
Marine	SRR3745337	Aquatic
Marine	SRR3745339	Aquatic
Marine	SRR3745340	Aquatic
Marine	SRR3745341	Aquatic
Marine	SRR3745342	Aquatic
Marine	SRR3745344	Aquatic
Marine	SRR3745347	Aquatic
Marine	SRR3745356	Aquatic
Marine	SRR3747324	Aquatic
Marine	SRR3747327	Aquatic
Marine	SRR3747331	Aquatic
Marine	SRR3747359	Aquatic
Marine	SRR3747363	Aquatic
Marine	SRR3747368	Aquatic
Marine	SRR3747412	Aquatic
Marine	SRR3747413	Aquatic
Marine	SRR3747797	Aquatic
Marine	SRR3747799	Aquatic
Marine	SRR3747800	Aquatic
Marine	SRR3747801	Aquatic
Marine	SRR3747802	Aquatic
Marine	SRR3747803	Aquatic
Marine	SRR3747804	Aquatic
Marine	SRR3747805	Aquatic
Marine	SRR3747806	Aquatic
Marine	SRR3747807	Aquatic
Marine	SRR3747808	Aquatic
Marine	SRR3747809	Aquatic
Marine	SRR3747810	Aquatic
Marine	SRR3747823	Aquatic
Marine	SRR3747824	Aquatic
Marine	SRR3882725	Aquatic
Marine	SRR3883063	Aquatic
Marine	SRR3883064	Aquatic
Marine	SRR3883065	Aquatic
Marine	SRR3883066	Aquatic
Marine	SRR3883067	Aquatic
Marine	SRR3883179	Aquatic
Marine	SRR3883180	Aquatic
Marine	SRR3924002	Aquatic
Marine	SRR3924003	Aquatic
Marine	SRR3924004	Aquatic
Marine	SRR4038292	Aquatic
Marine	SRR4038293	Aquatic
Marine	SRR4241783	Aquatic
Marine	SRR4241784	Aquatic
Marine	SRR4241786	Aquatic
Marine	SRR4241790	Aquatic
Marine	SRR4241792	Aquatic
Marine	SRR4342131	Aquatic
Marine	SRR4342132	Aquatic
Marine	SRR4342138	Aquatic
Marine	SRR5131899	Aquatic
Marine	SRR5131904	Aquatic
Marine	SRR5131907	Aquatic
Marine	SRR5131908	Aquatic
Marine	SRR5131909	Aquatic
Marine	SRR5131910	Aquatic
Marine	SRR5131911	Aquatic
Marine	SRR5131912	Aquatic
Marine	SRR5131915	Aquatic
Marine	SRR5131917	Aquatic
Marine	SRR5131918	Aquatic
Marine	SRR5131922	Aquatic
Marine	SRR5131923	Aquatic
Marine	SRR5131925	Aquatic
Marine	SRR5131926	Aquatic
Marine	SRR5131931	Aquatic
Marine	SRR5131932	Aquatic
Marine	SRR5131935	Aquatic
Marine	SRR5131940	Aquatic
Marine	SRR5131941	Aquatic
Marine	SRR5131942	Aquatic
Marine	SRR5131945	Aquatic
Marine	SRR5131946	Aquatic
Marine	SRR5131947	Aquatic
Marine	SRR5131948	Aquatic
Marine	SRR5131952	Aquatic
Marine	SRR5131955	Aquatic
Marine	SRR5131957	Aquatic
Marine	SRR5131961	Aquatic
Marine	SRR5131962	Aquatic
Marine	SRR5131963	Aquatic
Marine	SRR5131964	Aquatic
Marine	SRR5131965	Aquatic
Marine	SRR5131966	Aquatic
Marine	SRR5131969	Aquatic
Marine	SRR5131970	Aquatic
Marine	SRR5131971	Aquatic
Marine	SRR5131974	Aquatic
Marine	SRR5131978	Aquatic
Marine	SRR5131980	Aquatic
Marine	SRR5131981	Aquatic
Marine	SRR5131983	Aquatic
Marine	SRR5131984	Aquatic
Marine	SRR5131985	Aquatic
Marine	SRR5204521	Aquatic
Marine	SRR5204523	Aquatic
Marine	SRR5204525	Aquatic
Marine	SRR5204526	Aquatic
Marine	SRR5204550	Aquatic
Marine	SRR5208587	Aquatic
Marine	SRR5208588	Aquatic
Marine	SRR5210993	Aquatic
Marine	SRR5210994	Aquatic
Marine	SRR5211060	Aquatic
Marine	SRR5211061	Aquatic
Marine	SRR5211062	Aquatic
Marine	SRR5211063	Aquatic
Marine	SRR5211137	Aquatic
Marine	SRR5211148	Aquatic
Marine	SRR5211149	Aquatic
Marine	SRR5234513	Aquatic
Marine	SRR5247072	Aquatic
Marine	SRR5247079	Aquatic
Marine	SRR5247080	Aquatic
Marine	SRR5247081	Aquatic
Marine	SRR5247084	Aquatic
Marine	SRR5247085	Aquatic
Marine	SRR5247086	Aquatic
Marine	SRR5247091	Aquatic
Marine	SRR5247092	Aquatic
Marine	SRR5248175	Aquatic
Marine	SRR5248182	Aquatic
Marine	SRR5249153	Aquatic
Marine	SRR5249154	Aquatic
Marine	SRR5249155	Aquatic
Marine	SRR5249194	Aquatic
Marine	SRR5249197	Aquatic
Marine	SRR5249198	Aquatic
Marine	SRR5249199	Aquatic
Marine	SRR5264433	Aquatic
Marine	SRR5264438	Aquatic
Marine	SRR5264439	Aquatic
Marine	SRR5264512	Aquatic
Marine	SRR5264513	Aquatic
Marine	SRR5264545	Aquatic
Marine	SRR5264546	Aquatic
Marine	SRR5264547	Aquatic
Marine	SRR5264548	Aquatic
Marine	SRR5266190	Aquatic
Marine	SRR5266198	Aquatic
Marine	SRR5266201	Aquatic
Marine	SRR5266508	Aquatic
Marine	SRR5266510	Aquatic
Marine	SRR5469102	Aquatic
Marine	SRR5469104	Aquatic
Marine	SRR5469174	Aquatic
Marine	SRR5515070	Aquatic
Marine	SRR5515310	Aquatic
Marine	SRR5515313	Aquatic
Marine	SRR5515315	Aquatic
Marine	SRR5518752	Aquatic
Marine	SRR5518753	Aquatic
Marine	SRR5799332	Aquatic
Marine	SRR5799333	Aquatic
Marine	SRR5799334	Aquatic
Marine	SRR5799335	Aquatic
Marine	SRR5799336	Aquatic
Marine	SRR5799337	Aquatic
Marine	SRR5799338	Aquatic
Marine	SRR5799339	Aquatic
Marine	SRR5799340	Aquatic
Marine	SRR5799341	Aquatic
Marine	SRR5799342	Aquatic
Marine	SRR5799343	Aquatic
Marine	SRR5799344	Aquatic
Marine	SRR5860221	Aquatic
Marine	SRR5860222	Aquatic
Marine	SRR5884867	Aquatic
Marine	SRR5884868	Aquatic
Marine	SRR5884869	Aquatic
Marine	SRR5884870	Aquatic
Marine	SRR5909415	Aquatic
Marine	SRR5909421	Aquatic
