Metagenome	Run	Habitat
Groundwater	DRR125232	Aquatic
Groundwater	DRR125233	Aquatic
Groundwater	DRR125234	Aquatic
Groundwater	DRR125235	Aquatic
Groundwater	SRR1916828	Aquatic
Groundwater	SRR1916831	Aquatic
Groundwater	SRR1916833	Aquatic
Groundwater	SRR1916835	Aquatic
Groundwater	SRR1916837	Aquatic
Groundwater	SRR1916838	Aquatic
Groundwater	SRR2178066	Aquatic
Groundwater	SRR2178068	Aquatic
Groundwater	SRR2178074	Aquatic
Groundwater	SRR2178079	Aquatic
Groundwater	SRR4308221	Aquatic
Groundwater	SRR4308222	Aquatic
Groundwater	SRR4308223	Aquatic
Groundwater	SRR4308224	Aquatic
Groundwater	SRR4308225	Aquatic
Groundwater	SRR5246516	Aquatic
Groundwater	SRR5246517	Aquatic
Groundwater	SRR5246518	Aquatic
Groundwater	SRR5246519	Aquatic
Groundwater	SRR5246521	Aquatic
Groundwater	SRR5246522	Aquatic
Groundwater	SRR5246523	Aquatic
Groundwater	SRR5246524	Aquatic
Groundwater	SRR5246525	Aquatic
Groundwater	SRR5246526	Aquatic
Groundwater	SRR5855231	Aquatic
Groundwater	SRR5855232	Aquatic
Groundwater	SRR5855233	Aquatic
Groundwater	SRR5855243	Aquatic
Groundwater	SRR5992925	Aquatic
Groundwater	SRR5992926	Aquatic
Groundwater	SRR5992927	Aquatic
Groundwater	SRR5992928	Aquatic
Groundwater	SRR6241672	Aquatic
Groundwater	SRR6241673	Aquatic
Groundwater	SRR6261398	Aquatic
Groundwater	SRR6261448	Aquatic
Groundwater	SRR6435396	Aquatic
Groundwater	SRR6435397	Aquatic
Groundwater	SRR7609572	Aquatic
Groundwater	SRR9164651	Aquatic
Groundwater	SRR9164652	Aquatic
Groundwater	SRR9164653	Aquatic
Groundwater	SRR9164654	Aquatic
Groundwater	SRR9164655	Aquatic
Groundwater	SRR9164656	Aquatic
Halite	SRR10090614	Soil
Halite	SRR10090615	Soil
Halite	SRR10090616	Soil
Halite	SRR10090617	Soil
Halite	SRR10090618	Soil
Halite	SRR10090619	Soil
Halite	SRR10090620	Soil
Halite	SRR10090621	Soil
Halite	SRR10090622	Soil
Halite	SRR10090623	Soil
Halite	SRR10090624	Soil
Halite	SRR10090625	Soil
Halite	SRR10090626	Soil
Halite	SRR10090627	Soil
Halite	SRR10090628	Soil
Halite	SRR10090629	Soil
Halite	SRR10090630	Soil
Halite	SRR10090631	Soil
Halite	SRR10090632	Soil
Halite	SRR10090633	Soil
Halite	SRR10090634	Soil
Halite	SRR10090635	Soil
Halite	SRR10090636	Soil
Halite	SRR10090637	Soil
Halite	SRR10090638	Soil
Halite	SRR10090639	Soil
Halite	SRR10090640	Soil
Halite	SRR10090641	Soil
Halite	SRR10090642	Soil
Halite	SRR10090643	Soil
Halite	SRR10090644	Soil
Halite	SRR10090645	Soil
Halite	SRR10090646	Soil
Halite	SRR10090647	Soil
Halite	SRR10090648	Soil
Halite	SRR10090649	Soil
Halite	SRR10090650	Soil
Halite	SRR10090651	Soil
Halite	SRR10090652	Soil
Halite	SRR10090653	Soil
Halite	SRR10090654	Soil
Halite	SRR10090655	Soil
Halite	SRR10090656	Soil
Halite	SRR10090657	Soil
Halite	SRR10090658	Soil
Halite	SRR9971557	Soil
Halite	SRR9971558	Soil
Halite	SRR9971559	Soil
Halite	SRR9971560	Soil
Halite	SRR9971571	Soil
Halite	SRR9971572	Soil
Halite	SRR9971573	Soil
Halite	SRR9971574	Soil
Halite	SRR9971577	Soil
Halite	SRR9971578	Soil
Halite	SRR9971579	Soil
Halite	SRR9971580	Soil
Hot_springs	SRR10095339	Aquatic
Hot_springs	SRR10095345	Aquatic
Hot_springs	SRR10095346	Aquatic
Hot_springs	SRR10095347	Aquatic
Hot_springs	SRR10095348	Aquatic
Hot_springs	SRR10095349	Aquatic
Hot_springs	SRR10095350	Aquatic
Hot_springs	SRR10095352	Aquatic
Hot_springs	SRR10095353	Aquatic
Hot_springs	SRR10095354	Aquatic
Hot_springs	SRR10095355	Aquatic
Hot_springs	SRR10095356	Aquatic
Hot_springs	SRR10095357	Aquatic
Hot_springs	SRR10095358	Aquatic
Hot_springs	SRR10095359	Aquatic
Hot_springs	SRR10095360	Aquatic
Hot_springs	SRR10095361	Aquatic
Hot_springs	SRR10095363	Aquatic
Hot_springs	SRR10095364	Aquatic
Hot_springs	SRR10095365	Aquatic
Hot_springs	SRR10095366	Aquatic
Hot_springs	SRR10095367	Aquatic
Hot_springs	SRR10095368	Aquatic
Hot_springs	SRR10095370	Aquatic
Hot_springs	SRR10095371	Aquatic
Hot_springs	SRR11679973	Aquatic
Hot_springs	SRR11679974	Aquatic
Hot_springs	SRR11680807	Aquatic
Hot_springs	SRR11682242	Aquatic
Hot_springs	SRR11682243	Aquatic
Hot_springs	SRR11685468	Aquatic
Hot_springs	SRR11687718	Aquatic
Hot_springs	SRR11687968	Aquatic
Hot_springs	SRR11692737	Aquatic
Hot_springs	SRR11694843	Aquatic
Hot_springs	SRR11694844	Aquatic
Hot_springs	SRR11694845	Aquatic
Hot_springs	SRR11694889	Aquatic
Hot_springs	SRR11695891	Aquatic
Hot_springs	SRR1503359	Aquatic
Hot_springs	SRR4436415	Aquatic
Hot_springs	SRR5208576	Aquatic
Hot_springs	SRR5208577	Aquatic
Hot_springs	SRR5208579	Aquatic
Hot_springs	SRR5208581	Aquatic
Hot_springs	SRR5208582	Aquatic
Hot_springs	SRR5272733	Aquatic
Hot_springs	SRR5273020	Aquatic
Hot_springs	SRR5451028	Aquatic
Hot_springs	SRR5451029	Aquatic
Hot_springs	SRR5451030	Aquatic
Hot_springs	SRR6053267	Aquatic
Hot_springs	SRR6458249	Aquatic
Hot_springs	SRR6458250	Aquatic
Hot_springs	SRR6458251	Aquatic
Hot_springs	SRR7007936	Aquatic
Hot_springs	SRR7007937	Aquatic
Hydrocarbon	SRR1482483	Engineered
Hydrocarbon	SRR1910915	Engineered
Hydrocarbon	SRR1910916	Engineered
Hydrocarbon	SRR1910917	Engineered
Hydrocarbon	SRR1910918	Engineered
Hydrocarbon	SRR1910919	Engineered
Hydrothermal_vent	ERR2021504	Aquatic
Hydrothermal_vent	ERR2021506	Aquatic
Hydrothermal_vent	ERR2021508	Aquatic
Hydrothermal_vent	ERR2021510	Aquatic
Hydrothermal_vent	ERR2021512	Aquatic
Hydrothermal_vent	ERR908509	Aquatic
Hydrothermal_vent	ERR908510	Aquatic
Hydrothermal_vent	ERR908511	Aquatic
Hydrothermal_vent	ERR908513	Aquatic
Hydrothermal_vent	ERR908514	Aquatic
Hydrothermal_vent	ERR908515	Aquatic
Hydrothermal_vent	ERR908516	Aquatic
Hydrothermal_vent	ERR908517	Aquatic
Hydrothermal_vent	ERR908518	Aquatic
Hydrothermal_vent	ERR908520	Aquatic
Hydrothermal_vent	ERR908521	Aquatic
Hydrothermal_vent	ERR908522	Aquatic
Hydrothermal_vent	ERR908523	Aquatic
Hydrothermal_vent	ERR908524	Aquatic
Hydrothermal_vent	ERR908525	Aquatic
Hydrothermal_vent	ERR908526	Aquatic
Hydrothermal_vent	ERR908527	Aquatic
Hydrothermal_vent	ERR908528	Aquatic
Hydrothermal_vent	ERR908529	Aquatic
Hydrothermal_vent	ERR908530	Aquatic
Hydrothermal_vent	ERR908532	Aquatic
Hydrothermal_vent	ERR908534	Aquatic
Hydrothermal_vent	ERR908535	Aquatic
Hydrothermal_vent	ERR908536	Aquatic
Hydrothermal_vent	ERR908537	Aquatic
Hydrothermal_vent	ERR908538	Aquatic
Hydrothermal_vent	ERR908540	Aquatic
Hydrothermal_vent	ERR908541	Aquatic
Hydrothermal_vent	ERR908542	Aquatic
Hydrothermal_vent	ERR908543	Aquatic
Hydrothermal_vent	ERR908544	Aquatic
Hydrothermal_vent	ERR908545	Aquatic
Hydrothermal_vent	ERR908546	Aquatic
Hydrothermal_vent	ERR908547	Aquatic
Hydrothermal_vent	ERR908549	Aquatic
Hydrothermal_vent	ERR908550	Aquatic
Hydrothermal_vent	ERR908551	Aquatic
Hydrothermal_vent	ERR908552	Aquatic
Hydrothermal_vent	ERR908553	Aquatic
Hydrothermal_vent	ERR908554	Aquatic
Hydrothermal_vent	ERR908556	Aquatic
Hydrothermal_vent	ERR908557	Aquatic
Hydrothermal_vent	ERR908559	Aquatic
Hydrothermal_vent	ERR908560	Aquatic
Hydrothermal_vent	ERR908561	Aquatic
Hydrothermal_vent	ERR908562	Aquatic
Hydrothermal_vent	ERR908563	Aquatic
Hydrothermal_vent	ERR908564	Aquatic
Hydrothermal_vent	ERR908565	Aquatic
Hydrothermal_vent	ERR908566	Aquatic
Hydrothermal_vent	ERR908568	Aquatic
Hydrothermal_vent	ERR908569	Aquatic
Hydrothermal_vent	ERR908570	Aquatic
Hydrothermal_vent	ERR908571	Aquatic
Hydrothermal_vent	ERR908572	Aquatic
Hydrothermal_vent	ERR908573	Aquatic
Hydrothermal_vent	ERR908574	Aquatic
Hydrothermal_vent	ERR908575	Aquatic
Hydrothermal_vent	ERR908577	Aquatic
Hydrothermal_vent	ERR908578	Aquatic
Hydrothermal_vent	ERR908579	Aquatic
Hydrothermal_vent	ERR908580	Aquatic
Hydrothermal_vent	ERR908581	Aquatic
Hydrothermal_vent	ERR908582	Aquatic
Hydrothermal_vent	ERR908583	Aquatic
Hydrothermal_vent	ERR908584	Aquatic
Hydrothermal_vent	ERR908586	Aquatic
Hydrothermal_vent	ERR908587	Aquatic
Hydrothermal_vent	ERR908588	Aquatic
Hydrothermal_vent	ERR908589	Aquatic
Hydrothermal_vent	ERR908590	Aquatic
Hydrothermal_vent	ERR908591	Aquatic
Hydrothermal_vent	ERR908592	Aquatic
Hydrothermal_vent	ERR908593	Aquatic
Hydrothermal_vent	ERR908595	Aquatic
Hydrothermal_vent	ERR908596	Aquatic
Hydrothermal_vent	ERR908597	Aquatic
Hydrothermal_vent	ERR908598	Aquatic
Hydrothermal_vent	ERR908599	Aquatic
Hydrothermal_vent	ERR908600	Aquatic
Hydrothermal_vent	ERR908601	Aquatic
Hydrothermal_vent	ERR908602	Aquatic
Hydrothermal_vent	ERR908603	Aquatic
Hydrothermal_vent	ERR908604	Aquatic
Hydrothermal_vent	ERR908605	Aquatic
Hydrothermal_vent	ERR908606	Aquatic
Hydrothermal_vent	ERR908607	Aquatic
Hydrothermal_vent	ERR908609	Aquatic
Hydrothermal_vent	ERR908610	Aquatic
Hydrothermal_vent	ERR908611	Aquatic
Hydrothermal_vent	ERR908613	Aquatic
Hydrothermal_vent	ERR908614	Aquatic
Hydrothermal_vent	ERR908615	Aquatic
Hydrothermal_vent	ERR908616	Aquatic
Hydrothermal_vent	ERR908617	Aquatic
Hydrothermal_vent	ERR908618	Aquatic
Hydrothermal_vent	ERR908620	Aquatic
Hydrothermal_vent	ERR908621	Aquatic
Hydrothermal_vent	ERR908622	Aquatic
Hydrothermal_vent	ERR908624	Aquatic
Hydrothermal_vent	ERR908625	Aquatic
Hydrothermal_vent	ERR908626	Aquatic
Hydrothermal_vent	ERR908628	Aquatic
Hydrothermal_vent	ERR908629	Aquatic
Hydrothermal_vent	ERR908630	Aquatic
Hydrothermal_vent	ERR908631	Aquatic
Hydrothermal_vent	ERR908632	Aquatic
Hydrothermal_vent	ERR908633	Aquatic
Hydrothermal_vent	ERR908636	Aquatic
Hydrothermal_vent	ERR908638	Aquatic
Hydrothermal_vent	ERR908640	Aquatic
Hydrothermal_vent	ERR908641	Aquatic
Hydrothermal_vent	ERR908642	Aquatic
Hydrothermal_vent	ERR908643	Aquatic
Hydrothermal_vent	ERR908644	Aquatic
Hydrothermal_vent	SRR1687463	Aquatic
Hydrothermal_vent	SRR1688294	Aquatic
Hydrothermal_vent	SRR1688295	Aquatic
Hydrothermal_vent	SRR1688296	Aquatic
Hydrothermal_vent	SRR1688298	Aquatic
Hydrothermal_vent	SRR1688300	Aquatic
Hydrothermal_vent	SRR1688303	Aquatic
Hydrothermal_vent	SRR1688306	Aquatic
Hydrothermal_vent	SRR1688313	Aquatic
Hydrothermal_vent	SRR1688314	Aquatic
Hydrothermal_vent	SRR1688315	Aquatic
Hydrothermal_vent	SRR1688316	Aquatic
Hydrothermal_vent	SRR1688317	Aquatic
Hydrothermal_vent	SRR1688318	Aquatic
Hydrothermal_vent	SRR1688319	Aquatic
Hydrothermal_vent	SRR1688320	Aquatic
Hydrothermal_vent	SRR1688321	Aquatic
Hydrothermal_vent	SRR2044842	Aquatic
Hydrothermal_vent	SRR2044843	Aquatic
Hydrothermal_vent	SRR2044844	Aquatic
Hydrothermal_vent	SRR2044846	Aquatic
Hydrothermal_vent	SRR2044878	Aquatic
Hydrothermal_vent	SRR2044888	Aquatic
Hydrothermal_vent	SRR2044889	Aquatic
Hydrothermal_vent	SRR2044891	Aquatic
Hydrothermal_vent	SRR2044892	Aquatic
Hydrothermal_vent	SRR2044911	Aquatic
Hydrothermal_vent	SRR2044912	Aquatic
Hydrothermal_vent	SRR2044914	Aquatic
Hydrothermal_vent	SRR4163279	Aquatic
Hydrothermal_vent	SRR452448	Aquatic
Hydrothermal_vent	SRR453184	Aquatic
Hydrothermal_vent	SRR6662714	Aquatic
Hydrothermal_vent	SRR6662715	Aquatic
Hydrothermal_vent	SRR6662717	Aquatic
Hydrothermal_vent	SRR7168036	Aquatic
Hydrothermal_vent	SRR7168037	Aquatic
Hydrothermal_vent	SRR7168038	Aquatic
Hydrothermal_vent	SRR7168039	Aquatic
Hydrothermal_vent	SRR7168040	Aquatic
Hydrothermal_vent	SRR7168041	Aquatic
Hydrothermal_vent	SRR7168042	Aquatic
Hydrothermal_vent	SRR7168043	Aquatic
Hydrothermal_vent	SRR7168044	Aquatic
Hydrothermal_vent	SRR7168045	Aquatic
Hydrothermal_vent	SRR7168046	Aquatic
Hydrothermal_vent	SRR7168055	Aquatic
Hydrothermal_vent	SRR7168056	Aquatic
Hydrothermal_vent	SRR9904136	Aquatic
Hydrothermal_vent	SRR9904137	Aquatic
Hydrothermal_vent	SRR9904138	Aquatic
Hydrothermal_vent	SRR9904139	Aquatic
Hypersaline_lake	SRR3097590	Aquatic
Hypersaline_lake	SRR3097674	Aquatic
Hypersaline_lake	SRR3097675	Aquatic
Hypersaline_lake	SRR3097676	Aquatic
Hypersaline_lake	SRR3097677	Aquatic
Hypersaline_lake	SRR3097678	Aquatic
Hypersaline_lake	SRR3097679	Aquatic
Hypersaline_lake	SRR3097680	Aquatic
Hypersaline_lake	SRR3097681	Aquatic
Hypersaline_lake	SRR3097682	Aquatic
Hypersaline_lake	SRR5256710	Aquatic
Hypersaline_lake	SRR5272698	Aquatic
Hypersaline_lake	SRR5272707	Aquatic
Hypersaline_lake	SRR5272718	Aquatic
Hypersaline_lake	SRR6201527	Aquatic
Hypersaline_lake	SRR6201528	Aquatic
Hypersaline_lake	SRR6201552	Aquatic
Hypersaline_lake	SRR6201554	Aquatic
Hypersaline_lake	SRR6201556	Aquatic
Hypersaline_lake	SRR6202888	Aquatic
Lake_water	ERR3687831	Aquatic
Lake_water	ERR3687832	Aquatic
Lake_water	ERR3687833	Aquatic
Lake_water	ERR3687834	Aquatic
Lake_water	ERR3687835	Aquatic
Lake_water	ERR3687836	Aquatic
Lake_water	ERR3687837	Aquatic
Lake_water	SRR4381447	Aquatic
Lake_water	SRR4381448	Aquatic
Lake_water	SRR4381449	Aquatic
Lake_water	SRR4381450	Aquatic
Lake_water	SRR4381451	Aquatic
Lake_water	SRR4381452	Aquatic
Lake_water	SRR4381453	Aquatic
Lake_water	SRR4381454	Aquatic
Lake_water	SRR4381455	Aquatic
Lake_water	SRR4381456	Aquatic
Lake_water	SRR4381457	Aquatic
Lake_water	SRR4381458	Aquatic
Lake_water	SRR4381459	Aquatic
Lake_water	SRR4381460	Aquatic
Lake_water	SRR4381461	Aquatic
Lake_water	SRR4381462	Aquatic
Lake_water	SRR4381463	Aquatic
Lake_water	SRR4381464	Aquatic
Lake_water	SRR4381465	Aquatic
Lake_water	SRR4381466	Aquatic
Lake_water	SRR4381467	Aquatic
Lake_water	SRR4381468	Aquatic
Lake_water	SRR4381469	Aquatic
Lake_water	SRR4381470	Aquatic
Lake_water	SRR4381471	Aquatic
Lake_water	SRR4381472	Aquatic
Lake_water	SRR4381473	Aquatic
Lake_water	SRR4381474	Aquatic
Lake_water	SRR4381475	Aquatic
Lake_water	SRR4381476	Aquatic
Lake_water	SRR4381477	Aquatic
Lake_water	SRR4381478	Aquatic
Lake_water	SRR4381479	Aquatic
Lake_water	SRR4381480	Aquatic
Lake_water	SRR4381481	Aquatic
Lake_water	SRR4381482	Aquatic
Lake_water	SRR4381483	Aquatic
Lake_water	SRR4381484	Aquatic
Lake_water	SRR4381485	Aquatic
Lake_water	SRR4381486	Aquatic
Lake_water	SRR4381487	Aquatic
Lake_water	SRR4381488	Aquatic
Lake_water	SRR5832671	Aquatic
Lake_water	SRR5832676	Aquatic
Lake_water	SRR5833416	Aquatic
Lake_water	SRR5833466	Aquatic
Lake_water	SRR5833470	Aquatic
Lake_water	SRR5833471	Aquatic
Lake_water	SRR5833616	Aquatic
Lake_water	SRR5833617	Aquatic
Lake_water	SRR5833618	Aquatic
Lake_water	SRR5833861	Aquatic
Lake_water	SRR5833862	Aquatic
Lake_water	SRR5833863	Aquatic
Lake_water	SRR5833952	Aquatic
Lake_water	SRR5833953	Aquatic
Lake_water	SRR5833954	Aquatic
Lake_water	SRR5833955	Aquatic
Lake_water	SRR5833956	Aquatic
Lake_water	SRR5833976	Aquatic
Lake_water	SRR5833977	Aquatic
Lake_water	SRR5833978	Aquatic
Lake_water	SRR5834025	Aquatic
Lake_water	SRR5834026	Aquatic
Lake_water	SRR5834027	Aquatic
Lake_water	SRR5834028	Aquatic
Lake_water	SRR5834029	Aquatic
Lake_water	SRR5834030	Aquatic
Lake_water	SRR5834084	Aquatic
Lake_water	SRR5834143	Aquatic
Lake_water	SRR5834166	Aquatic
Lake_water	SRR5834167	Aquatic
Lake_water	SRR5834168	Aquatic
Lake_water	SRR5834173	Aquatic
Lake_water	SRR5834174	Aquatic
Lake_water	SRR5834176	Aquatic
Lake_water	SRR5834259	Aquatic
Lake_water	SRR5834260	Aquatic
Lake_water	SRR5834261	Aquatic
Lake_water	SRR5834262	Aquatic
Lake_water	SRR5834391	Aquatic
Lake_water	SRR5834392	Aquatic
Lake_water	SRR5834393	Aquatic
Lake_water	SRR5834394	Aquatic
Lake_water	SRR5834395	Aquatic
Lake_water	SRR5834396	Aquatic
Lake_water	SRR5834492	Aquatic
Lake_water	SRR5834493	Aquatic
Lake_water	SRR5834496	Aquatic
Lake_water	SRR5834609	Aquatic
Lake_water	SRR5834612	Aquatic
Lake_water	SRR5834613	Aquatic
Lake_water	SRR5834614	Aquatic
Lake_water	SRR5834616	Aquatic
Lake_water	SRR5834678	Aquatic
Lake_water	SRR5834679	Aquatic
Lake_water	SRR5834682	Aquatic
Lake_water	SRR5834683	Aquatic
Lake_water	SRR5834684	Aquatic
Lake_water	SRR5834685	Aquatic
Lake_water	SRR5834686	Aquatic
Lake_water	SRR5834687	Aquatic
Lake_water	SRR5834688	Aquatic
Lake_water	SRR5834691	Aquatic
Lake_water	SRR5839109	Aquatic
Lake_water	SRR5839110	Aquatic
Lake_water	SRR5839111	Aquatic
Lake_water	SRR5839112	Aquatic
Lake_water	SRR5839113	Aquatic
Lake_water	SRR5839132	Aquatic
Lake_water	SRR5839140	Aquatic
Lake_water	SRR5839141	Aquatic
Lake_water	SRR5839142	Aquatic
Lake_water	SRR5839143	Aquatic
Lake_water	SRR5839148	Aquatic
Lake_water	SRR5839233	Aquatic
Lake_water	SRR5839256	Aquatic
Lake_water	SRR5839259	Aquatic
Lake_water	SRR5839340	Aquatic
Lake_water	SRR5839345	Aquatic
Lake_water	SRR5839346	Aquatic
Lake_water	SRR5839347	Aquatic
Lake_water	SRR5839349	Aquatic
Lake_water	SRR5839362	Aquatic
Lake_water	SRR5839363	Aquatic
Lake_water	SRR5839364	Aquatic
Lake_water	SRR5839377	Aquatic
Lake_water	SRR5839378	Aquatic
Lake_water	SRR6277217	Aquatic
Lake_water	SRR6277218	Aquatic
Lake_water	SRR6277226	Aquatic
Lake_water	SRR6277227	Aquatic
Lake_water	SRR6435373	Aquatic
Lake_water	SRR6435395	Aquatic
Lake_water	SRR6435398	Aquatic
Lake_water	SRR6435418	Aquatic
Lake_water	SRR6435419	Aquatic
Lake_water	SRR6435420	Aquatic
Lake_water	SRR6435637	Aquatic
Lake_water	SRR6435638	Aquatic
Lake_water	SRR6435639	Aquatic
Lake_water	SRR6435650	Aquatic
Lake_water	SRR6435651	Aquatic
Lake_water	SRR6435652	Aquatic
Lake_water	SRR6435653	Aquatic
Lake_water	SRR6435700	Aquatic
Lake_water	SRR6435855	Aquatic
Lake_water	SRR6435856	Aquatic
Lake_water	SRR6435857	Aquatic
Lake_water	SRR6435858	Aquatic
Lake_water	SRR6435860	Aquatic
Lake_water	SRR6435861	Aquatic
Lake_water	SRR6435865	Aquatic
Lake_water	SRR6435866	Aquatic
Lake_water	SRR6823489	Aquatic
Lake_water	SRR6823490	Aquatic
Lake_water	SRR6823492	Aquatic
Lake_water	SRR6823494	Aquatic
Lake_water	SRR6823496	Aquatic
Lake_water	SRR6823497	Aquatic
Lake_water	SRR6823498	Aquatic
Lake_water	SRR6823499	Aquatic
Lake_water	SRR6823501	Aquatic
Lake_water	SRR6823502	Aquatic
Lake_water	SRR6823687	Aquatic
Lake_water	SRR6823688	Aquatic
Lake_water	SRR6823691	Aquatic
Lake_water	SRR6823692	Aquatic
Lake_water	SRR6823694	Aquatic
Lake_water	SRR6823695	Aquatic
Lake_water	SRR6823696	Aquatic
Lake_water	SRR6823697	Aquatic
Lake_water	SRR6823698	Aquatic
Lake_water	SRR6823699	Aquatic
Lake_water	SRR6823700	Aquatic
Lake_water	SRR6823701	Aquatic
Lake_water	SRR7182482	Aquatic
Lake_water	SRR7182483	Aquatic
Lake_water	SRR7182487	Aquatic
Lake_water	SRR7182488	Aquatic
Lake_water	SRR7182489	Aquatic
Lake_water	SRR7182490	Aquatic
Lake_water	SRR7182491	Aquatic
Lake_water	SRR7883614	Aquatic
Lake_water	SRR7883615	Aquatic
Lake_water	SRR7883616	Aquatic
Lake_water	SRR7883617	Aquatic
Lake_water	SRR7883618	Aquatic
Lake_water	SRR8535477	Aquatic
Lake_water	SRR8535480	Aquatic
Lake_water	SRR8535481	Aquatic
Lake_water	SRR8535482	Aquatic
Lake_water	SRR8535483	Aquatic
Lake_water	SRR8535510	Aquatic
Lake_water	SRR8535511	Aquatic
Lake_water	SRR8535512	Aquatic
Lake_water	SRR8535513	Aquatic
Lake_water	SRR8535514	Aquatic
Lake_water	SRR8535521	Aquatic
Lake_water	SRR8535522	Aquatic
Lake_water	SRR8535523	Aquatic
Lake_water	SRR8535691	Aquatic
Lake_water	SRR8535692	Aquatic
Lake_water	SRR8535693	Aquatic
Lake_water	SRR8535986	Aquatic
Lake_water	SRR8535987	Aquatic
Lake_water	SRR8536096	Aquatic
Lake_water	SRR9599514	Aquatic
Lake_water	SRR9599515	Aquatic
Lake_water	SRR9599516	Aquatic
Lake_water	SRR9599517	Aquatic
Lake_water	SRR9599518	Aquatic
Lake_water	SRR9599519	Aquatic
Lake_water	SRR9599523	Aquatic
Leaf_litter	SRR10411509	Host_plant
Leaf_litter	SRR11541424	Host_plant
Leaf_litter	SRR11541425	Host_plant
Leaf_litter	SRR11541426	Host_plant
Leaf_litter	SRR11541427	Host_plant
Leaf_litter	SRR11541428	Host_plant
Leaf_litter	SRR11541429	Host_plant
Leaf_litter	SRR11541430	Host_plant
Leaf_litter	SRR11541431	Host_plant
Leaf_litter	SRR11541432	Host_plant
Leaf_litter	SRR11541433	Host_plant
Leaf_litter	SRR11541434	Host_plant
Leaf_litter	SRR11541435	Host_plant
Leaf_litter	SRR11541436	Host_plant
Leaf_litter	SRR11541437	Host_plant
Leaf_litter	SRR11541438	Host_plant
Leaf_litter	SRR11541439	Host_plant
Leaf_litter	SRR11541440	Host_plant
Leaf_litter	SRR11541441	Host_plant
Leaf_litter	SRR11541442	Host_plant
Leaf_litter	SRR11541443	Host_plant
Leaf_litter	SRR11541444	Host_plant
Leaf_litter	SRR11541445	Host_plant
Leaf_litter	SRR11541446	Host_plant
Leaf_litter	SRR11541447	Host_plant
Leaf_litter	SRR11541448	Host_plant
Leaf_litter	SRR11541449	Host_plant
Leaf_litter	SRR11541450	Host_plant
Leaf_litter	SRR11541451	Host_plant
Leaf_litter	SRR11541452	Host_plant
Leaf_litter	SRR11541453	Host_plant
Leaf_litter	SRR11541454	Host_plant
Leaf_litter	SRR11541455	Host_plant
Leaf_litter	SRR11541456	Host_plant
Leaf_litter	SRR11541457	Host_plant
Leaf_litter	SRR11541458	Host_plant
Leaf_litter	SRR11541459	Host_plant
Leaf_litter	SRR11541460	Host_plant
Leaf_litter	SRR11541461	Host_plant
Leaf_litter	SRR11541462	Host_plant
Leaf_litter	SRR11541463	Host_plant
Leaf_litter	SRR11541464	Host_plant
Leaf_litter	SRR7004414	Host_plant
Leaf_litter	SRR7004415	Host_plant
Leaf_litter	SRR7004425	Host_plant
Leaf_litter	SRR7004426	Host_plant
Leaf_litter	SRR7004427	Host_plant
Leaf_litter	SRR7004428	Host_plant
Leaf_litter	SRR7004429	Host_plant
Leaf_litter	SRR7004430	Host_plant
Leaf_litter	SRR7004431	Host_plant
Leaf_litter	SRR7004432	Host_plant
Leaf_litter	SRR7004433	Host_plant
Leaf_litter	SRR7004592	Host_plant
Leaf_litter	SRR7589921	Host_plant
Leaf_litter	SRR7589922	Host_plant
Leaf_litter	SRR7589935	Host_plant
Leaf_litter	SRR7589936	Host_plant
Leaf_litter	SRR7589937	Host_plant
Leaf_litter	SRR7589940	Host_plant
Leaf_litter	SRR7971520	Host_plant
Leaf_litter	SRR7971585	Host_plant
Leaf_litter	SRR8405201	Host_plant
Leaf_litter	SRR8405205	Host_plant
Leaf_litter	SRR8406488	Host_plant
Leaf_litter	SRR8420452	Host_plant
Leaf_litter	SRR8420454	Host_plant
Leaf_litter	SRR8420455	Host_plant
Leaf_litter	SRR8420456	Host_plant
Leaf_litter	SRR8420457	Host_plant
Leaf_litter	SRR8420458	Host_plant
Leaf_litter	SRR8420476	Host_plant
Leaf_litter	SRR8420477	Host_plant
Leaf_litter	SRR8435736	Host_plant
Leaf_litter	SRR8435738	Host_plant
Leaf_litter	SRR8435739	Host_plant
Leaf_litter	SRR8443435	Host_plant
Leaf_litter	SRR8526174	Host_plant
Leaf_litter	SRR8540663	Host_plant
Leaf_litter	SRR8549326	Host_plant
Leaf_litter	SRR8549327	Host_plant
Leaf_litter	SRR8549367	Host_plant
Leaf_litter	SRR8549368	Host_plant
Leaf_litter	SRR8549371	Host_plant
Leaf_litter	SRR8549372	Host_plant
Leaf_litter	SRR8549373	Host_plant
Leaf_litter	SRR8549374	Host_plant
Leaf_litter	SRR8549379	Host_plant
Leaf_litter	SRR8549384	Host_plant
Leaf_litter	SRR8549407	Host_plant
Leaf_litter	SRR8549417	Host_plant
Leaf_litter	SRR8549418	Host_plant
Leaf_litter	SRR8549419	Host_plant
Leaf_litter	SRR8549427	Host_plant
Leaf_litter	SRR8549432	Host_plant
Leaf_litter	SRR8549434	Host_plant
Leaf_litter	SRR8549454	Host_plant
Leaf_litter	SRR8549456	Host_plant
Leaf_litter	SRR8549459	Host_plant
Leaf_litter	SRR8549996	Host_plant
Leaf_litter	SRR8549997	Host_plant
Leaf_litter	SRR8549998	Host_plant
Leaf_litter	SRR8549999	Host_plant
Leaf_litter	SRR8550000	Host_plant
Leaf_litter	SRR8550001	Host_plant
Leaf_litter	SRR8550003	Host_plant
Leaf_litter	SRR8550004	Host_plant
