sra,url,biosample
SRR2910864,https://trace.ncbi.nlm.nih.gov/Traces/?view=run_browser&acc=SRR2910864&display=metadata,SAMN04225646 (SRS1155324)
ERR3322259,https://trace.ncbi.nlm.nih.gov/Traces/?view=run_browser&acc=ERR3322259&display=metadata,SAMEA5564709 (ERS3366737)
SRR6122743,https://trace.ncbi.nlm.nih.gov/Traces/?view=run_browser&acc=SRR6122743&display=metadata,SAMN07746111 (SRS2570897)
SRR6122745,https://trace.ncbi.nlm.nih.gov/Traces/?view=run_browser&acc=SRR6122745&display=metadata,SAMN07746108 (SRS2570894)
ERR3010911,https://trace.ncbi.nlm.nih.gov/Traces/?view=run_browser&acc=ERR3010911&display=metadata,SAMEA5185547 (ERS2993047)
ERR3010915,https://trace.ncbi.nlm.nih.gov/Traces/?view=run_browser&acc=ERR3010915&display=metadata,SAMEA5185551 (ERS2993051)
ERR3587195,https://trace.ncbi.nlm.nih.gov/Traces/?view=run_browser&acc=ERR3587195&display=metadata,SAMEA2621401 (ERS490885)
SRR6342644,https://trace.ncbi.nlm.nih.gov/Traces/?view=run_browser&acc=SRR6342644&display=metadata,SAMN08118040 (SRS2732275)
ERR3587182,https://trace.ncbi.nlm.nih.gov/Traces/?view=run_browser&acc=ERR3587182&display=metadata,SAMEA2623808 (ERS494445)
SRR125370,https://trace.ncbi.nlm.nih.gov/Traces/?view=run_browser&acc=SRR125370&display=metadata,SAMN00103480 (SRS084918)
SRR8837366,https://trace.ncbi.nlm.nih.gov/Traces/?view=run_browser&acc=SRR8837366&display=metadata,SAMN11289607 (SRS4570711)
SRR125367,https://trace.ncbi.nlm.nih.gov/Traces/?view=run_browser&acc=SRR125367&display=metadata,SAMN00103474 (SRS084912)
SRR1276200,https://trace.ncbi.nlm.nih.gov/Traces/?view=run_browser&acc=SRR1276200&display=metadata,SAMN02767177 (SRS604155)
ERR3587145,https://trace.ncbi.nlm.nih.gov/Traces/?view=run_browser&acc=ERR3587145&display=metadata,SAMEA2619970 (ERS488769)
ERR3322260,https://trace.ncbi.nlm.nih.gov/Traces/?view=run_browser&acc=ERR3322260&display=metadata,SAMEA5564709 (ERS3366737)
ERR3322252,https://trace.ncbi.nlm.nih.gov/Traces/?view=run_browser&acc=ERR3322252&display=metadata,SAMEA5564709 (ERS3366737)
ERR1328122,https://trace.ncbi.nlm.nih.gov/Traces/?view=run_browser&acc=ERR1328122&display=metadata,SAMEA2623850 (ERS494518)
SRR988024,https://trace.ncbi.nlm.nih.gov/Traces/?view=run_browser&acc=SRR988024&display=metadata,SAMN02354035 (SRS498515)
SRR7632651,https://trace.ncbi.nlm.nih.gov/Traces/?view=run_browser&acc=SRR7632651&display=metadata,SAMN09710599 (SRS3617504)
ERR3322245,https://trace.ncbi.nlm.nih.gov/Traces/?view=run_browser&acc=ERR3322245&display=metadata,SAMEA5564709 (ERS3366737)
ERR3587173,https://trace.ncbi.nlm.nih.gov/Traces/?view=run_browser&acc=ERR3587173&display=metadata,SAMEA2622796 (ERS492863)
ERR3587204,https://trace.ncbi.nlm.nih.gov/Traces/?view=run_browser&acc=ERR3587204&display=metadata,SAMEA2622817 (ERS492888)
ERR3587110,https://trace.ncbi.nlm.nih.gov/Traces/?view=run_browser&acc=ERR3587110&display=metadata,SAMEA2623808 (ERS494445)
SRR7648278,https://trace.ncbi.nlm.nih.gov/Traces/?view=run_browser&acc=SRR7648278&display=metadata,SAMN09765685 (SRS3630454)
SRR7072204,https://trace.ncbi.nlm.nih.gov/Traces/?view=run_browser&acc=SRR7072204&display=metadata,SAMN08991395 (SRS3224580)
ERR3587188,https://trace.ncbi.nlm.nih.gov/Traces/?view=run_browser&acc=ERR3587188&display=metadata,SAMEA2622336 (ERS492177)
SRR8953755,https://trace.ncbi.nlm.nih.gov/Traces/?view=run_browser&acc=SRR8953755&display=metadata,SAMN11458304 (SRS4648104)
SRR1011422,https://trace.ncbi.nlm.nih.gov/Traces/?view=run_browser&acc=SRR1011422&display=metadata,SAMN02354043 (SRS498523)
SRR125612,https://trace.ncbi.nlm.nih.gov/Traces/?view=run_browser&acc=SRR125612&display=metadata,SAMN00100725 (SRS105351)
SRR1582032,https://trace.ncbi.nlm.nih.gov/Traces/?view=run_browser&acc=SRR1582032&display=metadata,SAMN03074555 (SRS706497)
SRR125619,https://trace.ncbi.nlm.nih.gov/Traces/?view=run_browser&acc=SRR125619&display=metadata,SAMN00100733 (SRS105359)
SRR10882124,https://trace.ncbi.nlm.nih.gov/Traces/?view=run_browser&acc=SRR10882124&display=metadata,SAMN13839570 (SRS5988697)
ERR3587163,https://trace.ncbi.nlm.nih.gov/Traces/?view=run_browser&acc=ERR3587163&display=metadata,SAMEA2619970 (ERS488769)
ERR3010908,https://trace.ncbi.nlm.nih.gov/Traces/?view=run_browser&acc=ERR3010908&display=metadata,SAMEA5185544 (ERS2993044)
ERR3587191,https://trace.ncbi.nlm.nih.gov/Traces/?view=run_browser&acc=ERR3587191&display=metadata,SAMEA2621487 (ERS491001)
SRR5518753,https://trace.ncbi.nlm.nih.gov/Traces/?view=run_browser&acc=SRR5518753&display=metadata,SAMN06909320 (SRS2170006)
ERR3587157,https://trace.ncbi.nlm.nih.gov/Traces/?view=run_browser&acc=ERR3587157&display=metadata,SAMEA2620542 (ERS489529
ERR3587171,https://trace.ncbi.nlm.nih.gov/Traces/?view=run_browser&acc=ERR3587171&display=metadata,SAMEA2622452 (ERS492321)
SRR6122744,https://trace.ncbi.nlm.nih.gov/Traces/?view=run_browser&acc=SRR6122744&display=metadata,SAMN07746107 (SRS2570893)
SRR8356890,https://trace.ncbi.nlm.nih.gov/Traces/?view=run_browser&acc=SRR8356890&display=metadata,SAMN10977735 (SRS4397419)
ERR3587199,https://trace.ncbi.nlm.nih.gov/Traces/?view=run_browser&acc=ERR3587199&display=metadata,SAMEA2622759 (ERS492814)
SRR6342618,https://trace.ncbi.nlm.nih.gov/Traces/?view=run_browser&acc=SRR6342618&display=metadata,SAMN08118040 (SRS2732275)
ERR3587187,https://trace.ncbi.nlm.nih.gov/Traces/?view=run_browser&acc=ERR3587187&display=metadata,SAMEA2622173 (ERS491938)
ERR4181785,https://trace.ncbi.nlm.nih.gov/Traces/?view=run_browser&acc=ERR4181785&display=metadata,SAMEA6864578 (ERS4592153)
